CNES;Estabelecimento de Saúde;Total de doses Aplicadas Bivalentes
2384493; USF PASSAGEM DE SANTANA;137
6886205; UNIDADE DE SAUDE DA FAMILIA JOSE BARBOSA DE OLIVEIRA;137
4025059; USF LEANDRINHO;137
2626780; UNIDADE DE SAUDE DA FAMILIA CAJALANDIA;137
6135498; USF DR JOAO CARICCHIO FILHO;137
2493683; UNIDADE DE SAUDE DA FAMILIA MOURIVAL FERREIRA LIMA;137
6357628; PSF CIDADE NOVA;137
2103435; CENTRO DE SAUDE DE ITUETA;137
4055195; UBS MONTE ALEGRE NATANAEL;137
2204541; UNIDADE DE SAUDE DA FAMILIA SANTANA DE MINAS;137
6594417; UBS DE SAO JOAO VELHO;137
2698579; ESTRATEGIA DE SAUDE DA FAMILIA BANQUETA;137
7878397; TRANSPETRO;137
2041820; UNIDADE DE ESF COLONIZACAO JUQUIA;137
2051125; ESF FLORESTA DO SUL FILOMENA CANDIDA DE OLIVEIRA;137
6799663; UNIDADE BASICA DE SAUDE SANTO ANTONIO DE PADUA;137
6783899; UBS AIDA RODRIGUES DA MOTA SANTA CRUZ TATUI SP;137
2587548; UNIDADE DE SAUDE DA FAMILIA CARAMURU;137
3285618; UBS MARLEI ALVES BATISTA;137
2497379; UNIDADE NOSSA SENHORA APARECIDA ESF;137
2655322; ESTRATEGIA SAUDE DA FAMILIA DECIOLANDIA DE DIAMANTINO;137
9861378; ESF HUEVERTON BRUNO DA SILVA RABELO;137
2519275; HOSPITAL DO CORACAO;137
2312670; UNIDADE DE SAUDE DA FAMILIA NOVO ELDORADO LESTE;136
2307928; UNIDADE BASICA DE SAUDE SANTA MARIA;136
6379591; UNIDADE BASICA DE SAUDE DO TIBOLO;136
3775429; UBS SELMA PEREIRA DE ARAUJO;136
7477864; UBS DA FAMILIA V;136
7824076; UNIDADE BASICA DE SAUDE ESPEDITO GENESIO DA SILVA;136
2342804; UBS DO DISTRITO DE IPUEIRAS;136
176257; USF MARIA EDICREUSA PEREIRA BARBOZA;136
2630613; USF III NOVA ESPERANCA;136
3566366; PSF NOSSA SENHORA DE FATIMA;136
2714612; USF 08 NOSSA SENHORA DO O II;136
2355752; PSF TRIGUEIROS;136
2007517; UBS SAO CAETANO;136
3499014; PSF 007 PONTA DE AREIA;136
3994651; USF DA MANTIBA;136
2412756; UNIDADE SAUDE DA FAMILIA DR HENRIQUE PIMENTEL SAMPAIO;136
2412799; UNIDADE SAUDE DA FAMILIA DR ANTONIO VIEIRA DE BRITO;136
2412802; US DA FAMILIA DE IRACEMA COSTA E SILVA;136
3017001; UNIDADE DE SAUDE DA FAMILIA ZENI ALENCAR;136
2498138; UNIDADE DE SAUDE DA FAMILIA DE GUINE;136
2100967; UBS MARIA LUCIA DE ALMEIDA PERES;136
2160145; PSF DIMAS GUIMARAES DE NOVA SERRANA;136
2172666; UBS MORAIS II;136
3378780; UNIDADE DE SAUDE DA FAMILIA GRANDE RIO;136
2285827; USF EDSON ALVIM BASTOS;136
3533808; MODULO PSF SANTA CLARA;136
2296225; UNIDADE DE SAUDE DA FAMILIA BAIRRO JARDIM DAS ACACIAS;136
2074451; CENTRO DE SAUDE III GLICERIO JULIO FUJIHARA;136
7880839; CENTRO DE DETENCAO PROVISORIA DE JUNDIAI;136
2034174; UNIDADE BASICA DE SAUDE DE LARAS;136
2698420; ESF ANTONIO MOLINA CORTEZ;136
21857; UBS PEDRO RODRIGUES;136
2815796; UNIDADE CENTRAL DE SAUDE PSF;136
2264781; UNIDADE DE SAUDE VILA PINTO;136
2654350; UNIDADE DE SAUDE DA FAMILIA PSF1;136
4069331; UNIDADE DE SAUDE DA FAMILIA AGROVILA;136
6032494; UNIDADE DE SAUDE DA FAMILIA RURAL I DE JUINA;136
6817971; CENTRO DE SAUDE JOVITA GOMES DOS SANTOS NOVA CRIXAS;136
2495333; CENTRO DE SAUDE DE NOVA LONDRINA JIPARANA;135
3112322; POSTO DE SAUDE DE TERE;135
2317788; UNIDADE BASICA DE SAUDE NOVA MARAMBAIA;135
2020203; PMLAJ UBS NOVA ESPERANCA;135
3247805; UNIDADE BASICA DE SAUDE BAIXIO;135
7292341; UAPS MARATOAN;135
4012879; 06 UBS NOVO HORIZONTE I;135
3499294; USF CENTRO II;135
879215; UBS EDUARDO CAMPOS;135
2632667; UNIDADE DE SAUDE DA FAMILIA DA RUA NOVA;135
2429012; UNIDADE DE SAUDE DA FAMILIA QUEBEC;135
2005239; II CENTRO DE SAUDE;135
5680697; UNIDADE DE SAUDE DA FAMILIA TABOCA;135
2871513; USF JOSEFA MARIA LIMA ESF 02;135
3947572; UNIDADE DE SAUDE DA FAMILIA DE JOAO VELHO;135
3185494; UNIDADE DE SAUDE DA FAMILIA FELESMINA GOMES DE OLIVEIRA;135
2414635; USF HELENITO ALVES SANTOS;135
2140985; UNIDADE BASICA DE SAUDE DA FAMILIA PEDRO GUERRA;135
9201424; UBS ARTHUR ASAFE PEREIRA;135
6616194; UBS ANTERO DE CAMPOS GONCALVES;135
2103133; CENTRO DE SAUDE I UAPS JOSE PINTO NETO;135
9330518; UNIDADE BASICA DE SAUDE DOUTOR ANTONIO MARTINS DE OLIVEIRA;135
6792782; PRONTO ATENDIMENTO DR ANTONIO BATALHA DE BARCELLOS PA GLORIA;135
464643; CENTRAL DE ARMZ E DISTR DE IMUNOBILOGICOS MUNC CARAGUATATUBA;135
9242295; UPA PAULISTA;135
2081636; HOSPITAL FREI GALVAO;135
2745445; USF DE TUPA SETOR A;135
2537060; POSTO DE SAUDE DA LAGOA DA CRUZ;135
2739224; POSTO DE SAUDE LAERCIO BOSCARIOLI;135
2743094; UNIDADE BASICA DE SAUDE SAO PEDRO;135
2512572; ESF DR EDEMAR EDUARDO WINKLER;135
9175121; UNIDADE SANITARIA AREA INDUSTRIAL;135
2257610; PSF DE MONTE BELO DO SUL;135
2247356; UNIDADE DE SAUDE PLANO ALTO 12;135
2375729; UNIDADE BASICA DE SAUDE JOSE MANOEL SIMOES;135
2398087; ESTRATEGIA SAUDE DA FAMILIA BURITI DE DIAMANTINO;135
7896018; UNIDADE BASICA DE SAUDE INDIGENA POLO PAVURU;135
2396645; ESF JARDIM ASSUNCAO;135
2676907; UNIDADE DE SAUDE DA FAMILIA COREIA;134
6734413; USF DE MARRUAZINHO;134
2307502; USF MARTINHA MONTELO;134
2527766; POSTO DE SAUDE DE CAJUEIRINHO;134
6553079; UESF ALCIDES FELIX;134
3911330; POSTO DE SAUDE DO BAMBURRAL;134
2476606; UNIDADE BASICA DE SAUDE POVOADO CATUNDA;134
4012887; 04 UBS MIRANDA;134
2635313; EAP SIPAUBA I;134
2637456; USF 10 ZACARIAS PEDROSA LUNA;134
7241690; UBS JARDIM NEOPOLIS II;134
2432242; USF POCO COMPRIDO;134
9973052; UBS JOAO COELHO DOS REIS;134
2636425; P S F DA RODOVIARIA;134
3217868; USF VIVALDO BITTENCOURT;134
2602318; USF GILDA RAMOS DOS SANTOS;134
2514427; USF DE PEDRA BRANCA;134
2486466; USF DO BRUNO BACELAR;134
5553547; UBS PIONEIROS;134
5387582; UPA 24 HORAS CARAPINA FRANCISCA MARIA PIMENTEL;134
2044463; ESF VEREADOR ORLANDO PALANDI;134
2658135; BATEIAS DE CIMA ESF;134
6310834; ESTRATEGIA DE SAUDE DA FAMILIA CIPOLANDIA;134
6507050; ESF DR THYRSON LOUREIRO DE ALMEIDA;134
2655365; PSF SAO JOSE;134
3326721; ESF UNIPARK;134
2916185; CENTRAL DE VACINAS;134
2804107; UBS 6 CARIRU PARANOA;134
2012545; UNIDADE BASICA DE SAUDE FRANCISCA AMELIA;133
2320770; CENTRO DE SAUDE NOEME TEREZA DE JESUS;133
5553326; CENTRO DE SAUDE DA FAMILIA JOSE IVO KOHNLEIN;133
136549; UNIDADE BASICA DE SAUDE PSF 07 DIANOPOLIS;133
2486709; UNIDADE DE SAUDE DA FAMILIA DE NOVO JARDIM;133
2468123; UNIDADE DE SAUDE DA FAMILIA MARIAZINHA RODRIGUES DA SILVA;133
2307081; UNIDADE BASICA DE SAUDE DA SUMAUMA;133
6428045; UNIDADE BASICA DE SAUDE JOSE CANDIDO DE M JUNIOR C SILVA;133
9598928; POSTO DE SAUDE MALVINAS II;133
2724820; UBS CALDEIRAO JOSE ANTONIO ALVES;133
7089619; UBSF PEDRO ADAMASTOR DE ARAUJO;133
2425742; POSTO DE SAUDE DE CANA BRAVA;133
7418809; UNIDADE BASICA DE SAUDE MULATAO;133
2564122; UNIDADE BASICA DE SAUDE DA FELIPA;133
6360297; POSTO DE SAUDE DE ITAPAI;133
5327997; UBSF IV JARDIM DAS NEVES;133
2812398; USF NELSON SMITH;133
5149703; UNIDADE DE SAUDE DA FAMILIA CELIO GUERRA ALVES;133
3459977; UBS ARLINDO INACIO DOS SANTOS FOICE;133
2635674; PSF BAIRRO SAO JOAO;133
6438679; UBS BOM SUCESSO;133
2498715; UNIDADE DE SAUDE DA FAMILIA DE IBIAPORA;133
3001857; PSF JARDELINA GOMES;133
2120151; UAPS 06 AGENOR DUTRA DE SOUZA DE JOAIMA;133
2203405; POSTO DE SAUDE DE VEREDA DO PARAISO;133
2197022; HOSPITAL IMACULADA CONCEICAO;133
2202816; UBS SAO JOSE DOS ROSAS SAMONTE;133
7161859; UNIDADE SAUDE DA FAMILIA NATALINO PANDOLFI BAGUEIRA;133
2291452; UBS EDMARA SOUZA DA SILVA;133
5469902; CLINICA DA FAMILIA DE MARAMBAIA;133
3020991; UNIDADE DE SAUDE DA FAMILIA ONOFRE FERREIRA MENDES;133
2040026; ESF DR MEDARDO COSTA NEVES ROSA GARCIA TATUI SP;133
6473717; UNIDADE BASICA DE SAUDE DO PINHO DE BAIXO;133
4056965; ESFSB NOVO SARANDI;133
2620901; UNIDADE DE SAUDE DA FAMILIA SANTA ELIZA;133
2702525; PSF DALBERGIA;133
5691982; PSF COHAB I;133
5134072; ESF PIA;133
2253348; UBS CORDEIRO DE FARIAS;133
2265036; UNIDADE DE SAUDE VILA CRUZEIRO;133
2245833; PSF SAO CRISTOVAO SANANDUVA SANANDUVA;133
9283714; UNID DE SAUDE DA FAM 01 DE POXOREO;133
2396483; ESF SANTA CLARA;133
5516935; UNIDADE DE SAUDE DA FAMILIA SETOR OESTE;132
6419151; UNIDADE DE SAUDE FRANCISCO DE ASSIS BRITO;132
6390471; CENTRO DE SAUDE FRANCISCO DAS CHAGAS COSTA;132
2444151; UNIDADE BASICA DE SAUDE BOQUINHA;132
6375324; IPGSG;132
2526794; UBS SIMIAO GOMES DA COSTA;132
2408406; DISTRITO NORTE I;132
6403700; SECRETARIA DE SAUDE DE CAJAZEIRAS;132
2715287; UNIDADE MISTA JOANA AMELIA CAVALCANTI;132
2636220; POSTO DE SERTAOZINHO;132
3000583; UNIDADE DE SAUDA FAMILIA MAE ISAURA;132
2771942; UNIDADE DE SAUDE DA FAMILIA DE IBIRABA;132
2414082; USF DR WALDEMAR MONTEIRO CARVALHO;132
7468040; UNIDADE DE SAUDE DA FAMILIA EUNICE NUNES DE QUEIROZ;132
2823136; USF DE ALECRIM;132
9016376; USF TOME FERNANDES SERRA;132
4340; UPA 24H DR HELIO MACHADO;132
2122707; POSTO DE SAUDE MARINOPOLIS;132
2212781; UBS SANTOS DUMONT ITAJUBA;132
6609007; UBS ALTO SANTOS DUMONT;132
2276607; ESF GLICERIO;132
12963; MMF CAMILO CIENFUEGOS;132
2291886; USF ARY TEIXEIRA;132
2296047; UNIDADE BASICA DE SAUDE DE SABONETE;132
2041669; USF I VILA SAO JOAO P ACU PARIQUERA ACU;132
2027100; PS MUN DR CAETANO VIRGILIO NETTO;132
2084309; CASA DE SAUDE;132
7965389; UNIDADE DE SAUDE PINHAL;132
21385; MINI POSTO DR JOAQUIM DE LACERDA FEIXO;132
2583593; POSTO DE SAUDE ALTO SAO MATEUS PSF MARMELEIRO;132
4055926; UNIDADE BASICA DE SAUDE VILA CELESTE;132
2303086; UNIDADE DE SAUDE DA FAMILIA CONCEICAO;132
3370895; ESF III DR AURELIO RODRIGUES ARIZA;132
2230151; UNIDADE DE SAUDE SAO LUIS;132
6825060; USF 2 SENADOR JONAS PINHEIRO;132
3082172; PSF DA VILA ALTA SANTO AFONSO;132
7492286; UBS X DEVARLEY;132
2000504; UNIDADE DE SAUDE DA FAMILIA ILDA BARBOSA DE SOUZA;131
2674874; UNIDADE SAUDE DA FAMILIA SANTA MARIA DO ACAIZAL;131
9666710; USF FRANCISCO FERREIRA DA CRUZ;131
6454860; ESF LIVRAMENTO;131
2314053; ESTRATEGIA SAUDE DA FAMILIA AUI ACU;131
2468352; UNIDADE BASICA DE SAUDE LAVANDEIRA;131
3824039; UBS VILA ROSEANA SARNEY;131
2327481; POSTO DE SAUDE DE VEREDA;131
929964; PSF ALTO BANDEIRANTE;131
7281412; 10 UBS BOSQUE DAS PALMEIRAS;131
3575578; UBS CENTRO II;131
2344424; PSF MUNTUNS;131
2432498; PSF MATOLOTAGEM;131
2386615; ESF EURICO SUZART DE CARVALHO;131
3734137; USF JARDIM PRIMAVERA;131
5624878; UNIDADE DO PSF DO SAO JOAO;131
3444902; UNIDADE DE SAUDE DA FAMILIA JOSE CARLOS DOS SANTOS;131
2526255; UNIDADE DE SAUDE DA FAMILIA DO COCAO;131
9425594; PSF EDITH PALMA BORBA;131
2173565; HOSPITAL NOSSA SENHORA DAS MERCES;131
9397361; UBS AUGUSTO JOSE RODRIGUES DA SILVA;131
2790734; INSTITUTO LAURO DE SOUZA LIMA BAURU;131
2025221; UBS CAMILA PELEGRINI MUSSI;131
2739275; UNIDADE BASICA DE SAUDE OSVALDO LINO;131
3321428; UNIDADE DE SAUDE SANTA FE;131
7838107; ESF V ZONA OESTE;131
2233959; POSTO DE SAUDE TAMANDUA;131
2235838; ESTRATEGIA DE SAUDE DA FAMILIA VILA PROGRESSO;131
7645139; UBS JARDIM NOVA BARRA II;131
9397566; PSF JARDIM SANTA CRUZ JUARA;131
2334224; UNIDADE BASICA DE SAUDE LOURIVALDO LEAO GOMES;131
2440385; POSTO DE SAUDE SAO JOSE DO BANDEIRANTE NOVA CRIXAS;131
2806738; HOSPITAL DE PEQUENO PORTE FRANCISCO AMARAL DE BRITO;130
2330431; UNIDADE DE SAUDE DA FAMILIA ALTA COLINA;130
2340771; UNIDADE DE SAUDE DA FAMILIA RADIONAL II;130
5955610; UNIDADE BASICA DE SAUDE RECANTO AZUL;130
2468611; UNIDADE BASICA DE SAUDE 3 LAGOA DA CONFUSAO;130
2425734; USF IV SANTA INEZ;130
2563967; UNIDADE BASICA DE SAUDE DE ROLDAO;130
2374935; UNID DE SAUDE DA FAMILIA DE CONCEICAO;130
7292031; CENTRO CLINICO DE ESPECIALIDADES;130
2713578; USF CAETES VELHO BAIXO;130
2630508; PSF FREI DAMIAO;130
2431084; UNIDADE DE SAUDE DA FAMILIA CONJ HAB WMSARAIVA;130
2825392; USF BENGALAS;130
5416647; USF HUMBERTO VIEIRA BARBOSA;130
7479123; UNIDADE DE SAUDE DA FAMILIA SANTA ROSA;130
2386607; ESF BUERAREMA;130
2816407; UNIDADE BASICA DE SAUDE JOSE BARBOSA DA SILVA;130
2413337; UNIDADE DE SAUDE DA FAMILIA DA LIMEIRA;130
2526123; UNIDADE DE SAUDE DA FAMILIA SANTO ANTONIO;130
9243356; UNIDADE BASICA DE SAUDE JOAO DIAS MAGALHAES;130
2653389; UBS DE PARIPE;130
3437736; USF DA SAMBAIBA;130
2525011; UNIDADE DE SAUDE DA FAMILIA HILDEBRANDO ALVES CORREIA;130
3037398; UNIDADE DE SAUDE DA FAMILIA DE BARRACAS;130
2118491; POSTO DE SAUDE DE DOM LARA;130
3370550; CLINICA MEDICA UNI RIM TERAPIA RENAL SUBSTITUTIVA LTDA;130
7621418; POLO BASE LADAINHA;130
2172585; UBS CENTRO;130
25186; HINJA;130
3518949; HOSPITAL UNIMED ANTONIO GELIS;130
2792729; PSF PAIOLINHO RED SERRA;130
2496054; UNIDADE BASICA DE SAUDE DE GONCALVES JUNIOR;130
2549654; CENTRO DE SAUDE RONDINHA;130
2655233; UNIDADE DE SAUDE DA FAMILIA II;130
2391236; ESF AGROVILA;130
7234406; POSTO DE SAUDE DA COMUNIDADE CASTANHAL GRANDE;129
2331055; UNIDADE DE SAUDE DA FAMILIA BOM REMEDIO;129
7681399; UNIDADE DE SAUDE DA FAMILIA DAVINOPOLIS;129
2462354; UBS TRES LAGOAS DO MANDUCA;129
2458853; UBS VEREADOR FENELON CANDEIRA CALDAS;129
2724707; POSTO DE SAUDE DE BELA VISTA;129
4012577; UBS JIQUICAMPO;129
4014685; UNIDADE DE SAUDE DA FAMILIA VI MARIA ILDA DE SOUZA;129
2363992; USF I PIAS;129
2630435; PSF ALTO BONITO II;129
2431548; PSF PAQUIVIRA;129
2713217; PS PASSAGEM DE PEDRAS;129
3298914; USF CAGEP;129
2556529; UNIDADE BASICA DE SAUDE DA FREI ANGELICO;129
2505509; USF DE TIQUARUCU;129
2413302; UNIDADE DE SAUDE DA FAMILIA DO CONTRATO;129
6711642; UNIDADE DE SAUDE DA FAMILIA MARIA DO CARMO GOMES GERINO;129
5756340; USF FIRMINO CARMO;129
6363873; USF SAO JOAO DO CABRITO;129
7393113; PSF CECILIA REZENDE DE OLIVEIRA;129
2184877; UNIDADE BASICA DE SAUDE DE FERREIROPOLIS;129
2281384; HOSPITAL DE PRAIA BRAVA;129
3009947; SAO CARLOS SAUDE ONCOLOGICA;129
2029510; SECRETARIA MUNICIPAL DE SAUDE DE BRODOWSKI;129
2791722; SANTA CASA DE JAU;129
2036053; UBS MARINO APRIGIO JARDIM DAS PALMEIRAS;129
13862; UNIDADE DE SAUDE DA FAMILIA VILA GLORIA;129
6718639; SECRETARIA MUNICIPAL DE SAUDE DE MONTE SANTO;128
2456206; UNIDADE BASICA DE SAUDE OLHO D AGUA DOS MARTINS;128
2564459; POSTO DE SAUDE LUIZ COELHO GARCIA RIACHO DO MEIO;128
2724847; POSTO DE SAUDE DE CANADA;128
7647743; UBS MARIA SOARES BATISTA CAMPO GRANDE;128
2342154; USF JACARE;128
2792788; UBS PAUS BRANCOS;128
9662650; PSF V;128
2354292; PSF EUZEBIO DAVID DA SILVA;128
2428040; UBS BALDO DO RIO;128
9330186; PSF JOSE RODRIGUES DE ANDRADE;128
2713004; POSTO DE SAUDE DO SERROTE;128
3665747; USF MALHADA CORTADA;128
5086779; UNIDADE DE SAUDE DA FAMILIA NOSSA SR DA CONCEICAO;128
2816210; HOSPITAL GOVERNADOR JOAO ALVES FILHO;128
2505665; USF DO AVIARIO I E II;128
2412993; CENTRO SAUDE DR ANTONIO CARLOS MAGALHAES;128
2304139; USF ANTONIO PITTON;128
3762262; UNIDADE DE SAUDE DA FAMILIA DA FLORESTA;128
3667340; USF MIRAPORTO;128
9364382; USF ORLA NORTE;128
2113864; UBS DR PERICLES FRANCISCO RODRIGUES;128
2777053; UNIDADE SAUDE FAMILIA DINAMICA ESPERA FELIZ;128
4041437; CENTRO DE SAUDE DE JENIPAPO DE MINAS;128
2173026; ESF PONTE DA ALDEIA;128
5304105; UBS ROQUE ZONA URBANA CAMINHAR COM SAUDE;128
2203375; PROGRAMA SAUDE DA FAMILIA REALIZACAO I;128
6773958; UBS JOAO PAULO II;128
2194708; PSF DR JOSE CARLOS RODRIGUES DA SILVA;128
6232116; ESF POUSO SECO;128
2273985; UNIDADE MUNICIPAL DE SAUDE DA FAMILIA DE CIDADE NOVA;128
5381231; ESF PITEU;128
9030557; AMBULATORIO MEDICO DE ESPECIALID DE LORENA AME LORENA;128
2086409; UBS PIRUCAIA;128
7350368; ESF 7 DE SETEMBRO;128
9620494; HOSPITAL SANTA ANA;128
4050533; ESF MACACOS;128
3407888; ESF JARDIM CONCORDIA;128
2783088; USF JARDIM FUTURA;128
17981; UNIDADE DE SAUDE SAO JOAO;128
2754193; NIS I SAO JOSE DO IVAI;128
19100; UNIDADE DE SAUDE AGARAU;128
2300214; UNIDADE SANITARIA PONTE DO CANOAS CORREIA PINTO;128
2240599; ESF DE FAGUNDES VARELA;128
2251914; UNIDADE SAO VALENTIM DO SUL;128
2000326; UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;127
9985220; UNIDADE BASICA DE SAUDE DO RIO CAPIM;127
6822037; PSF VALDETE A DE ALMEIDA;127
6747000; POSTO DE SAUDE DE MOCONS;127
7941366; POLO BASE INDIGINA DE SANTA FE DO ARAGUAIA TOCANTINS;127
2457938; UNIDADE BASICA DE SAUDE AGRIPINO MARTINS JORGE;127
2369141; PS MARIA DAS DORES DE JESUS;127
2369613; UBS 10 FURNAS;127
2327937; UNIDADE DE SAUDE DO BOQUEIRAO;127
2563096; ESTRATEGIA DE SAUDE DA FAMILIA DE BARAUNAS;127
2347792; UNIDADE DE SAUDE DA FAMILIA TATUS;127
2635615; UNIDADE DE SUADE DA FAMILIA USF II JOSE LOPES DE CARVALHO;127
2005263; UBS TEOTONIO VILELA;127
3666425; UNIDADE DE SAUDE DA FAMILIA MARIA JOSE SOUZA MOURA;127
5353424; UNIDADE DE SAUDE DA FAMILIA BOTAFOGO;127
2505657; USF DO CAMPO DO GADO NOVO;127
3108848; UNIDADE DE SAUDE DA FAMILIA DA VARZEA;127
2190818; UNIDADE BASICA DE SAUDE DARCY RIBEIRO;127
5469619; PSF WANDY DE MORAES SILVA;127
2182998; UBS CLARO PEREIRA DOS SANTOS;127
2117797; UBS DE SIMAO CAMPOS;127
3046036; UBS DE SAO TIAGO;127
2446162; US RETA GRANDE SEBASTIAO FRANCISCO OLIVEIRA;127
2294125; UNIDADE DE SAUDE DA FAMILIA VILA BRASIL;127
2294184; UNIDADE DE SAUDE DA FAMILIA DR ARISTEU DE OLIVEIRA PINTO;127
2296608; HOSPITAL DE CLINICAS DE JACAREPAGUA;127
7605935; HOSPITAL BANGU;127
9267352; USF JOSE JORGE CORTES FREITAS;127
2274167; ESF BARRA NOVA;127
2093340; UBS DE ASPASIA;127
2790114; CENTRO DE SAUDE III DE BALBINOS;127
2034581; UBS PRAINHA VICENTE DE CARVALHO GUARUJA;127
2073552; UPA TABOAO;127
2078147; HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS;127
9065962; ESF ANDRE BATISTA TATUI SP;127
21555; ESF ELOI PASCHOAL BODANESI;127
6533604; POSTO DE SAUDE DE MANDURI;127
2578999; UBS GUARAVERA;127
2620804; UNIDADE DE SAUDE DA FAMILIA LOVAT;127
7021305; UNIDADE BASICA ESF CRISTO REDENTOR;127
2232413; ESF VIRGINIA PORTO CANCELAO;127
2246651; PSF SAO JOSE OPERARIO SANANDUVA;127
2248565; UNIDADE BASICA DE SAUDE DE SAO VALENTIM UBS CELSO TONATTO;127
2806991; UNIDADE DE SAUDE DA FAMILIA VISTA ALEGRE DO ABUNA;126
2012529; UNIDADE BASICA DE SAUDE JOSE BARROS LOPES;126
5247616; UNIDADE DE SAUDE DA FAMILIA TAPANA II;126
9055304; UNIDADE SAUDE DA FAMILIA OUTEIRO;126
5593654; PSF BAIRRO DA PAZ;126
2418673; HOSPITAL MUNICIPAL DE FLORESTA DO ARAGUAIA;126
2487020; UNIDADE BASICA DE SAUDE DA FAMILIA I;126
2530139; UNIDADE DE SAUDE DA FAMILIA JOAQUIM DA SILVA;126
2458535; UBS JUCAREIRA;126
2593564; UNIDADE BASICA DE SAUDE DR AUGUSTO DE CASTRO KM 7;126
224065; UNIDADE BASICA DE SAUDE MACEIO;126
7532601; UNIDADE BASICA DE SAUDE DA FAMILIA DO PASCOAL;126
3012166; UBS ALTO DO MONTE HERMINIO;126
2757990; UNIDADE DE PSF ENF MARCIA VALERIA RODRIGUES;126
2703262; PSF DOS FREITAS;126
7301251; UBS TRES MARIAS 2;126
5024161; UNIDADE DE SAUDE DA FAMILIA DE JENIPAPO;126
2386275; UNIDADE DE SAUDE DA FAMILIA DE ARIZONA;126
6028934; UNIDADE BASICA DE SAUDE DA FAMILIA DA ZONA RURAL I;126
2822636; UNIDADE DE SAUDE DA FAMILIA VILA BRASIL;126
2796457; CHICO MENDES;126
2160676; POSTO DE SAUDE DO CAPOEIRAO;126
2403927; ESF DE ALTO RIO POSMOSSER STA MARIA DE JETIBA;126
2532123; USF BEIRA RIO PORTO;126
7944152; UBS ONOFRE LAZARO ROZA;126
158216; UBS JOAQUIM CLAUDINO;126
6279740; UNIDADE BASICA DE SAUDE VITORIA REGIA;126
6852769; UNIDADE BASICA ESF 2 MORADA DO SOL;126
2247321; UNIDADE DE SAUDE SAO MARCOS 10;126
2471655; POSTO DE SAUDE DA FAMILIA IV;126
2654520; ESF I MAICON MONTEIRO DE CASTRO;126
6790801; UNIDADE BASICA DE SAUDE JOSE ALEXANDRE IPORA;125
2319969; CENTRO DE SAUDE ANA PEREIRA;125
2566206; PRONTO ATENDIMENTO COSME E SILVA;125
2981343; UNIDADE SAUDE DA FAMILIA QUATRO BOCAS;125
2317001; UNIDADE DE SAUDE DA FAMILIA AGUA BRANCA;125
2486768; UNIDADE DE SAUDE DA FAMILIA SAO JOSE;125
6136192; UNIDADE DE SAUDE DA FAMILIA CANDEIAS;125
9267964; UNIDADE BASICA DE SAUDE DO PARQUE ARACAGY;125
2778416; UBS ADAO BATISTA DE OLIVEIRA;125
4013921; UBS CACIMBA DE BAIXO;125
7150849; USF BAIRRO PRIMAVERA;125
5601894; USF CIDADE TABAJARA I E II;125
7816987; UNIDADE BASICA DE SAUDE ROBERTO COSTA LIMA;125
7767064; UNIDADE DE SAUDE DA FAMILIA DO CURTUME;125
252743; USF JARBAS OITICICA;125
7696221; UNIDADE DE SAUDE DA FAMILIA CEDRO;125
4026926; ESFSB VALDEMAR OLIVEIRA DA SILVA;125
3823164; UNIDADE DE SAUDE DA FAMILIA BARRA DA ILHA;125
9213228; USF DE PEDREIRA;125
2509016; UBS 01 CENTRO;125
2524732; USF DE ITIUBA;125
2104865; POSTO DE SAUDE DE BARROCAO;125
2950227; UBS CARMELO MEGALI DE FARIA;125
6060595; UBS DIVINO DAS PALMEIRAS;125
2798689; CLINICA DA FAMILIA PASTOR IRACY MARCELINO;125
2267128; UNIDADE DE SAUDE DA FAMILIA MARIO GOUVEIA CACARIA;125
2285312; ESF DO BOQUEIRAO;125
3004384; USF CESAR NETO BOTUCATU;125
7722842; UBS II ANTENOR BIAZINI;125
2062054; UPA UNIDADE DE PRE ATENDIMENTO ZONA NORTE SOROCABA;125
2774410; UNIDADE BASICA DE SAUDE VILA GUADIANA;125
4055942; UNIDADE BASICA DE SAUDE SAO MIGUEL;125
2228203; POSTO SAUDE INDIGENA NONOAI;125
3338126; UNIDADE BASICA DE SAUDE DR EUNICE KAROSS SANANDUVA;125
2654342; UNIDADE DE SAUDE DA FAMILIA MODULO I JARDIM SAO PAULO;125
2391562; UNIDADE DE SAUDE DA FAMILIA DE VILA NOVA PSF II;125
6992811; UNIDADE BASICA DE SAUDE MANOEL FERNANDES VIEIRA;124
2018136; HOSPITAL REGIONAL DE COARI PREF DR ODAIR CARLOS GERALDO;124
2311844; UBS METOM MARINHO DE ALENCAR;124
2658909; U B S II DR PEDRO ZANINA;124
6591094; USF MARIA SANTANA DO NASCIMENTO QUARESMA;124
3589218; UNIDADE BASICA DE SAUDE MANOEL NUNES DA SILVA NETO;124
3824101; UNIDADE BASICA DE SAUDE PITOMBEIRA PSF;124
2407051; UNIDADE BASICA DE SAUDE IVAN SOBRAL V A FILHO NOVO HORIZONTE;124
7360843; UBSF CAJUEIRO DO MINISTRO;124
5989035; UBS TABATINGA;124
2612771; UBS BAIRRO DAS CIDADES II;124
2636085; UNIDADE DE SAUDE DA FAMILIA CANAFISTULA;124
2703084; UNIDADE MISTA JUSTA MARIA BEZERRA;124
