CNES;Estabelecimento de Saúde;Total de Doses Aplicadas Monovalente;1ª Dose;2ª Dose;3ª Dose;Dose Reforço;1° Dose Reforço;2° Dose Reforço;3° Dose Reforço;Dose Adicional;Dose Única
2439751; UBS EROS PACHECO;28;12;9;1;1;5;0;0;0;0
3393984; UNIDADE DE SAUDE DA FAMILIA RICARDO MONTEIRO ROLA;22;12;9;0;1;0;0;0;0;0
3232638; UNIDADE DE SAUDE DA FAMILIA BENJAMIN RAISER USF IX;24;12;9;0;0;0;3;0;0;0
7319231; CAPS BENEVIDES;21;12;9;0;0;0;0;0;0;0
6675077; PSF BOA ESPERANCA;21;12;9;0;0;0;0;0;0;0
9582797; SARA SERVICO DE ATENDIMENTO E RESGATE AEROMEDICO;21;12;9;0;0;0;0;0;0;0
2440946; UBS II CENTRO;21;12;9;0;0;0;0;0;0;0
2604345; USF OURO FINO;52;12;8;0;1;0;3;22;6;0
2532581; UNIDADE SAUDE DA FAMILIA DE BAIXIO;21;12;8;0;1;0;0;0;0;0
2144352; PSF VILA AMAURY;34;12;7;14;0;1;0;0;0;0
9550585; UBS MARIA FRANCISCA DA TRINDADE SOUSA;19;12;7;0;0;0;0;0;0;0
2818760; ESF TORRINHAS PINHEIRO MACHADO;154;12;6;4;22;0;90;0;20;0
7569793; UPA PORTE II;18;12;6;0;0;0;0;0;0;0
7783124; PSF I MARIA DA GLORIA ARAUJO DE OLIVEIRA;18;12;6;0;0;0;0;0;0;0
2357232; UNIDADE DE SAUDE DA FAMILIA DE MASSANGANA I;17;12;5;0;0;0;0;0;0;0
7453205; USF CENTRAL RIO VERMELHO;87;12;4;0;24;1;46;0;0;0
5419328; DBA MENDES CLINICA DE ALERGIA E GINECOLOGIA S S;88;12;4;0;12;1;59;0;0;0
789143; SALA DE VACINA ESF A;31;12;4;0;12;0;1;2;0;0
2364301; UBS DINA DE AZEVEDO MELO;52;12;4;31;0;5;0;0;0;0
2681021; UNIDADE BASICA DE SAUDE DO CACHOEIR NICE ALCANTARA MACHADO;91;12;3;0;20;0;56;0;0;0
2964724; UNIDADE BASICA DE SAUDE SEDE II;103;12;3;2;13;0;72;1;0;0
7519915; CENTRO DE SAUDE DA FAMILIA INGO ADAM;15;12;3;0;0;0;0;0;0;0
3012255; UNIDADE DE SAUDE DA FAMILIA;15;12;3;0;0;0;0;0;0;0
2522691; HOSPITAL E MATERNIDADE MARIETA KONDER BORNHAUSEN;19;12;2;0;1;0;0;0;0;4
3619400; UNIDADE DE SAUDE DA FAMILIA DE REPRESA;43;12;1;0;30;0;0;0;0;0
2383624; UNIDADE DE SAUDE DA FAMILIA VILA MATINHA;25;12;1;10;0;2;0;0;0;0
5353556; PS SAO JOSE DOS ORFAOS;13;12;1;0;0;0;0;0;0;0
2631024; UNIDADE DE SAUDE DA FAMILIA ANGICOS;13;12;1;0;0;0;0;0;0;0
5628474; PENITENCIARIA ESTADUAL DE GUARAPUAVA UNIDADE DE PROGRESSAO;13;12;1;0;0;0;0;0;0;0
4067657; CLINICA DE SAUDE DA MULHER;13;12;1;0;0;0;0;0;0;0
2313529; ESF V SORRILANDIA II;13;12;0;0;1;0;0;0;0;0
2285703; PSF TAPERA;14;12;0;0;0;0;2;0;0;0
2021781; HEMODIAGNOSTICO;12;12;0;0;0;0;0;0;0;0
9260803; LABORATORIO AMARAL COSTA;12;12;0;0;0;0;0;0;0;0
2532042; UNIDADE BASICA DE SAUDE OITEIRO DOS PIRES;12;12;0;0;0;0;0;0;0;0
5137071; E S F DO BAIRRO PARQUE PIAUI 26 27;12;12;0;0;0;0;0;0;0;0
6749623; SECRETARIA MUNICIPAL DE SAUDE;12;12;0;0;0;0;0;0;0;0
2344343; UNIDADE DE SAUDE DA FAMILIA DA COHAB;12;12;0;0;0;0;0;0;0;0
2170337; POSTO DE SAUDE DE PADRE PINTO;12;12;0;0;0;0;0;0;0;0
2292580; UBS PONTE DAS GARCAS;12;12;0;0;0;0;0;0;0;0
2236745; UNIDADE BASICA DE SAUDE MEDIANEIRA;12;12;0;0;0;0;0;0;0;0
6691579; UNIDADE BASICA DE SAUDE MONTE PASQUAL;12;12;0;0;0;0;0;0;0;0
2260018; POSTO DE SAUDE SILVA JARDIM;12;12;0;0;0;0;0;0;0;0
6471307; ESTABELECIMENTO PENAL DE AQUIDAUANA;12;12;0;0;0;0;0;0;0;0
5351359; UBS ESF AMBROZIO OLEGARIO DE LIMA;12;12;0;0;0;0;0;0;0;0
9997; LACEN MS;95;11;84;0;0;0;0;0;0;0
301825; SESAU USF DRA REGIA JUSSARA F DE BARROS AERO RANCHO GRANJA;76;11;60;5;0;0;0;0;0;0
5887038; USF CAMPOS;70;11;47;2;3;0;3;4;0;0
6706568; SECRETARIA MUNICIPAL DE SAUDE DE COMODORO;59;11;45;0;1;0;0;0;0;2
5931479; USF PRO SAUDE UBM;230;11;41;0;51;0;127;0;0;0
7789440; USF ULISSES FELIX DE OLIVEIRA;421;11;40;0;107;10;252;0;1;0
623091; USF NOVA ESPERANCA;1623;11;38;1;416;4;1146;7;0;0
4361601; USF PREFEITO AMAZONINO MENDES;71;11;38;1;0;21;0;0;0;0
3030288; UNIDADE DE SAUDE DO RETIRO;181;11;37;0;95;0;29;0;9;0
2122812; ESF ALICE FERNANDES;876;11;35;1;105;0;575;14;135;0
2346338; USF TABATINGA I;270;11;34;0;147;0;78;0;0;0
72095; UNIDADE DE SAUDE DA FAMILIA BETOLANDIA II;307;11;31;1;91;0;171;2;0;0
2944057; UBS PEDRO RODRIGUES DE SOUSA;102;11;31;0;28;0;31;1;0;0
7555113; UNIDADE DE SAUDE DA FAMILIA CIDADE ALTA;78;11;28;31;5;0;2;0;1;0
7868499; UNIDADE DE PRONTO ATENDIMENTO DRA ZILDA ARNS;125;11;28;0;38;0;48;0;0;0
287601; UNIDADE DE SAUDE PIONEIRO ZE BALBINO;82;11;28;0;27;0;12;2;0;2
7017707; UBSF HELMA CRISTIANE CARDOSO DE OLIVEIRA;281;11;23;0;138;0;106;2;0;1
5922275; UNIDADE BASICA SAUDE DA FAMILIA JULIO HENRIQUES DA SILVA;164;11;23;58;20;7;45;0;0;0
2118998; ESF IPE;56;11;22;0;4;0;18;1;0;0
2279991; USF VILA URSULINO;1268;11;21;3;367;0;826;40;0;0
7633769; UBS LAURO MAIA;345;11;20;0;267;0;9;13;25;0
2725045; POSTO DE SAUDE DE FAISCA;81;11;20;0;38;3;9;0;0;0
2282836; POSTO DE SAUDE SAO JOSE;92;11;20;0;13;0;48;0;0;0
2438585; UNIDADE BASICA DE SAUDE ESF 02 QD 04 SETOR SUL;44;11;20;2;0;11;0;0;0;0
9403957; POSTO DE SAUDE PICADA SILVEIRA;43;11;20;12;0;0;0;0;0;0
2345366; USF ALTO DO CAJUEIRO;140;11;19;0;60;0;49;1;0;0
2499576; PRONTO ATENDIMENTO MUNICIPAL MENCIA DIAS DE ANCHIETA;179;11;18;0;77;6;67;0;0;0
9220720; UNIDADE DE SAUDE DA FAMILIA MONTE DAS OLIVEIRAS;48;11;18;1;12;0;5;1;0;0
6492487; LABORATORIO GERALDO LUSTOSA UNIDADE FRANCISCO SALES;29;11;18;0;0;0;0;0;0;0
9466991; POSTO DE SAUDE DO VILA NOVA;1011;11;17;0;374;0;608;0;0;1
7971338; PSF CAMINHO DO MAR;55;11;17;13;0;3;11;0;0;0
2802511; VIGILANCIA EPIDEMIOLOGICA;147;11;16;0;38;3;65;0;13;1
2475782; POSTO DE SAUDE DE SAUDADE;251;11;16;3;26;1;177;15;0;2
7021437; UPA SOBRAL DR HUGO MENDES PARENTE;40;11;16;0;8;0;5;0;0;0
5132223; USF VILA DA CURVA;28;11;16;0;1;0;0;0;0;0
228699; POLO BASE CAUBURIS;34;11;16;4;0;3;0;0;0;0
242128; UBS ANDRES SENA PACHECO;27;11;16;0;0;0;0;0;0;0
5509904; UNIDADE BASICA DE SAUDE PARQUE FLAMBOYANT;347;11;15;0;92;0;229;0;0;0
2554119; MINI POSTO BARRO BRANCO;47;11;15;0;1;0;20;0;0;0
2390639; POSTO DE SAUDE ALDEIA VELHA;26;11;15;0;0;0;0;0;0;0
9267352; USF JOSE JORGE CORTES FREITAS;100;11;14;0;42;0;13;0;20;0
5674867; UNIDADE DE SAUDE DA FAMILIA DE VARZEA DO POCO;54;11;14;2;19;0;8;0;0;0
225991; USF MARIA BEATRIZ LUCAS;35;11;13;3;4;1;0;0;3;0
2007835; UNIDADE DE SAUDE DA FAMILIA BARRA NOVA;74;11;13;0;21;0;29;0;0;0
2357100; UBSF SAULO LEAL ERNESTO DE MELO;35;11;13;7;3;1;0;0;0;0
3895122; UNIDADE BASICA DE SAUDE N 06 VILA GUAIRA;25;11;13;0;0;0;0;0;0;1
2086786; UVIS SANTO AMARO CIDADE ADEMAR;43;11;13;19;0;0;0;0;0;0
2286092; UNIDADE BASICA DE SAUDE COSMORAMA;24;11;13;0;0;0;0;0;0;0
2453991; UBS CALDEIROES;49;11;12;0;17;0;8;0;1;0
2136252; UNIDADE BASICA DE SAUDE ODILON PINTO DE SOUZA;38;11;12;0;15;0;0;0;0;0
9571280; UBS 8 TORRE DE BRAZLANDIA;29;11;12;0;6;0;0;0;0;0
4024338; ESF DO SITIO DO MEIO;28;11;11;0;5;0;1;0;0;0
6594557; UNIDADE BASICA DE SAUDE URBANA I;27;11;11;0;3;0;2;0;0;0
2363844; USF V MANECOS;23;11;11;0;1;0;0;0;0;0
2456206; UNIDADE BASICA DE SAUDE OLHO D AGUA DOS MARTINS;23;11;11;0;0;0;0;1;0;0
6595278; SESAU CEO II NOVA BAHIA DR JOSE CARLOS ORTOLAN JUNIOR;22;11;11;0;0;0;0;0;0;0
2014629; USF N 42;32;11;10;0;6;0;2;0;1;2
2605147; UNIDADE DE SAUDE DA FAMILIA ANTONIO URQUIZA;28;11;10;0;6;0;0;0;1;0
2014416; USF S 04;33;11;10;0;8;0;4;0;0;0
6440215; ESF VEREDA TROPICAL;26;11;10;0;5;0;0;0;0;0
9482881; ESF 304 BARBARA CRUVINEL DE MACEDO DONA BABICA;24;11;10;0;3;0;0;0;0;0
2592533; UBSF MARIA INACIA LEAL;22;11;10;0;1;0;0;0;0;0
2398265; POSTO DE SAUDE DE BARREIRO;24;11;10;3;0;0;0;0;0;0
2025973; UBS DR FRANCISCO LOPES LADEIRA JD SALLES;21;11;10;0;0;0;0;0;0;0
2622386; ESTRATEGIA DE SAUDE DA FAMILIA VILA NOVA;29;11;9;0;4;0;4;0;1;0
3504794; UBS LOURIVAL DE SANTANA;30;11;9;0;7;0;3;0;0;0
9272666; ESF COQUEIRAL;20;11;9;0;0;0;0;0;0;0
2212595; UBS IRMA MARIA OLIMPIA DE MAGALHAES NOGUEIRA;21;11;8;0;2;0;0;0;0;0
7051395; RAPOSOS UBS JOAO BATISTA BARROS PSF MATADOURO;126;11;7;0;69;0;12;0;27;0
3619427; UNIDADE DE SAUDE DA FAMILIA DE SANTO ANTONIO;72;11;7;0;31;0;19;0;4;0
115606; MAIS SAUDE DIAGNOSTICO;27;11;7;0;7;0;0;0;0;2
7484623; UBS VIRGILINA ROSA DINIZ;21;11;7;0;3;0;0;0;0;0
6532241; SECRETARIA MUNICIPAL DE SAUDE;52;11;7;5;0;14;13;2;0;0
6665144; UNIDADE DE SAUDE DA FAMILIA BELA VISTA;18;11;7;0;0;0;0;0;0;0
9405119; PSF ANTONIO MOREIRA DA SILVA;18;11;7;0;0;0;0;0;0;0
9284060; PSF III MARINETE CAXIAS DE LIMA;20;11;6;0;2;0;1;0;0;0
3920801; USF JUSTINIANO DE JESUS;22;11;6;0;0;0;5;0;0;0
4327527; ESF TIBIRA;20;11;6;3;0;0;0;0;0;0
5269954; POVOADO FREI APOLONIO ESF IV;17;11;6;0;0;0;0;0;0;0
2512726; ESF GLODOALDO LINO DE AMORIM;17;11;6;0;0;0;0;0;0;0
994987; UNIDADE BASICA DE SAUDE CAROLINO BARBOSA 2;95;11;5;9;5;24;20;12;9;0
2447584; ESF DO BAIRRO VILA DO SUL;35;11;5;4;0;15;0;0;0;0
9948929; UNIDADE BASICA DE SAUDE UBS FRANCISCO EMIDIO DE ALMEIDA;16;11;5;0;0;0;0;0;0;0
7747268; UBS ERMELINO RODRIGUES SIQUEIRA;81;11;4;0;47;0;19;0;0;0
2608634; UNIDADE BASICA DE SAUDE PSF III VILA CABRAL;15;11;4;0;0;0;0;0;0;0
5435870; PSF DA AGROVILA 10 11 12;15;11;4;0;0;0;0;0;0;0
2208350; POSTO DE SAUDE CABECEIRA DOS HENRIQUES;15;11;4;0;0;0;0;0;0;0
6750974; PSF III NOVA UBIRATA;15;11;4;0;0;0;0;0;0;0
9352899; UBS ALUISIO SALVIANO DE FARIAS;34;11;3;0;8;0;12;0;0;0
3063259; USF INTEGRADA CRUZ DAS ARMAS II;16;11;3;0;1;0;1;0;0;0
3781402; UBS 7 MORRO DA CRUZ SAO SEBASTIAO;20;11;3;6;0;0;0;0;0;0
2307685; UNIDADE BASICA DE SAUDE RAIMUNDO ALBUQUERQUE RIACHAO;16;11;2;0;0;0;0;0;3;0
7713207; VIGILANCIA EPIDEMIOLOGICA MUNICIPAL DE VAZANTE;18;11;2;0;5;0;0;0;0;0
9019170; UNIDADE BASICA DE SAUDE ESF 28 NORTE;20;11;2;5;0;2;0;0;0;0
3035476; CENTRO DE SAUDE VILA MATA SAO BRAZ;20;11;1;0;0;0;0;0;8;0
2504529; ESF XV SAO GONCALO;67;11;1;0;8;0;47;0;0;0
5994411; USF WALDEMAR COSTA NUNES;14;11;1;0;2;0;0;0;0;0
2605929; UBSF ZE VELHO;13;11;1;1;0;0;0;0;0;0
7452624; UBSF ASSENTAMENTO SERRA DO MONTE;12;11;1;0;0;0;0;0;0;0
5732581; UNIDADE BASICA DE SAUDE ANTONIO BUARQUE FILHO;12;11;1;0;0;0;0;0;0;0
2422131; UNIDADE DE SAUDE DA FAMILIA DO POVOADO MOCAMBO;12;11;1;0;0;0;0;0;0;0
4033523; UNIDADE DE SAUDE DA FAMILIA DE VALILANDIA;12;11;1;0;0;0;0;0;0;0
6970435; USF PEDRAS BRANCAS;12;11;1;0;0;0;0;0;0;0
2558920; UNIDADE DE SAUDE DA FAMILIA SAO FRANCISCO;13;11;0;0;1;0;0;0;1;0
2290979; UBS WERNECK UNIDADE PEDRO ALVES DE SOUZA;16;11;0;0;5;0;0;0;0;0
6923690; ESF I ESTRATEGIA DA SAUDE DA FAMILIA CENTRO;39;11;0;0;0;0;28;0;0;0
2326515; PS MALAHDA DO JUAZEIRO PSF;11;11;0;0;0;0;0;0;0;0
3694712; ESF III ADILIA AUREA DA COSTA;11;11;0;0;0;0;0;0;0;0
2612909; UNIDADE BASICA DE SAUDE JOSE ELIZIO COSTA;11;11;0;0;0;0;0;0;0;0
2608960; UNIDADE BASICA DE SAUDE MARIA DAS GRACAS MAGALHAES BARBOSA;11;11;0;0;0;0;0;0;0;0
128635; PSF MARIA EDIGINAN MENDES NETO;11;11;0;0;0;0;0;0;0;0
2626934; UNIDADE DE SAUDE DA FAMILIA DE VILA DO CONDE;11;11;0;0;0;0;0;0;0;0
7557604; UNIDADE DE SAUDE DA FAMILIA DE PAI JOAO;11;11;0;0;0;0;0;0;0;0
6878539; USF MARIA ARISTIDES;11;11;0;0;0;0;0;0;0;0
2514532; POSTO DE SAUDE LUIS TORRES;11;11;0;0;0;0;0;0;0;0
6709087; JUATUBA UNIDADE DE SAUDE MENTAL;11;11;0;0;0;0;0;0;0;0
2182092; UNIDADE DE SAUDE DA FAMILIA VILA BISPO DE MAURA;11;11;0;0;0;0;0;0;0;0
11983; CENTRO DE REFERENCIA E ATENDIMENTO AO IDOSO CRAI;11;11;0;0;0;0;0;0;0;0
2277999; CLINICA RADIOLOGICA;11;11;0;0;0;0;0;0;0;0
6045308; OTOLAGOS;11;11;0;0;0;0;0;0;0;0
9374221; CLINAD CLINICA DO APARELHO DIGESTIVO;11;11;0;0;0;0;0;0;0;0
2057379; ESF CENTRO I SANTA FE DO SUL;11;11;0;0;0;0;0;0;0;0
2734559; UNIDADE BASICA DE SAUDE VILA OLIVIA;11;11;0;0;0;0;0;0;0;0
2735067; UNIDADE BASICA DE SAUDE JOAO CILIAO DE ARAUJO NETO;11;11;0;0;0;0;0;0;0;0
3560430; CLINICA SAO PAULO;11;11;0;0;0;0;0;0;0;0
6719465; POLICLINICA PELOTENSE;11;11;0;0;0;0;0;0;0;0
8001456; ESF VISTA ALEGRE;82;10;57;0;14;0;1;0;0;0
2468433; USF EUDOXIA DE OLIVEIRA NEGRE;105;10;45;3;47;0;0;0;0;0
2468530; UNIDADE DE SAUDE DR CARLOS A FERREIRA REIS P NACIONAL;131;10;38;0;80;0;3;0;0;0
2722925; UNIDADE BASICA DE SAUDE DA OITICICA;219;10;34;0;175;0;0;0;0;0
9126902; PRESIDIO DE DIAMANTINA;44;10;34;0;0;0;0;0;0;0
2882108; UBS MADEZATTI;75;10;33;24;0;3;4;1;0;0
2194074; UNIDADE BASICA DE SAUDE VILA UNIAO;40;10;30;0;0;0;0;0;0;0
2705850; USF DE VILA RICA;369;10;27;0;152;0;179;0;0;1
6128963; UNIDADE BASICA DE SAUDE SANTA FILOMENA;90;10;27;0;53;0;0;0;0;0
7683855; UBS RAIMUNDO ROSA;69;10;27;28;4;0;0;0;0;0
2266911; UNIDADE DE SAUDE DA FAMILIA BAIRRO DA AMIZADE;48;10;25;0;1;0;11;0;0;1
865680; UBS ANTONIO GUEDES DOS SANTOS;61;10;24;16;11;0;0;0;0;0
2740516; CENTRO DE SAUDE RURAL OTALIA ANTUNES BUENO;93;10;23;0;21;0;39;0;0;0
4037103; UBS CAMPINHOS;55;10;23;22;0;0;0;0;0;0
2713217; PS PASSAGEM DE PEDRAS;198;10;22;1;62;0;96;5;2;0
2230666; UNIDADE BASICA DE SAUDE PAIM ESF;223;10;22;1;57;23;105;5;0;0
2703408; POSTO DE SAUDE INVEJA;61;10;22;29;0;0;0;0;0;0
2407906; CENTRO DE SAUDE SITIO GANGORRA;90;10;21;1;1;0;19;11;27;0
2997657; UNIDADE DE SAUDE RESIDENCIAL BEZERROS;148;10;20;0;41;0;67;10;0;0
2440903; POSTO DE SAUDE DA FAMILIA ESF I;29;10;19;0;0;0;0;0;0;0
9987991; USF LAGOA DA PAIXAO;43;10;18;2;5;0;8;0;0;0
7278942; UNIDADE DE SAUDE DA FAMILIA DRA DARLENE ARRUDA;35;10;17;0;0;0;0;0;8;0
9873902; UBS ITANORTE;365;10;17;0;180;0;144;0;5;9
3847578; ESF ALDEIDA CALDA DE FREITAS;188;10;17;10;52;0;77;22;0;0
2487284; UNIDADE DE SAUDE DA FAMILIA 21 DE SETEMBRO;187;10;16;0;66;0;95;0;0;0
2772175; UNIDADE BASICA DE SAUDE SETOR III;26;10;16;0;0;0;0;0;0;0
2265168; UNIDADE DE SAUDE CONCEICAO;632;10;15;3;308;7;284;0;5;0
102245; UNIDADE BASICA DE SAUDE SATURNINO PEREIRA LOPES;149;10;15;0;113;0;11;0;0;0
7716524; UNIDADE DE SAUDE DE FAMILIA CENTRO DOS FARIAS;44;10;15;0;9;0;10;0;0;0
2166259; ESF I EDI CUNHA GUIMARAES;39;10;15;10;2;0;2;0;0;0
997161; ESF NOVA MANGARATIBA;564;10;14;4;205;1;330;0;0;0
2232413; ESF VIRGINIA PORTO CANCELAO;312;10;13;1;40;0;197;0;51;0
2796244; UNIDADE BASICA DE SAUDE PONTE NOVA DE CURVELO;36;10;13;3;7;1;1;0;1;0
2651300; CENTRO DE SAUDE ANA NERY;30;10;13;7;0;0;0;0;0;0
2614065; UNIDADE BASICA DE SAUDE SEM TERRA;30;10;13;0;0;7;0;0;0;0
2601516; PSF POVOADO DO BESSA;26;10;13;0;0;3;0;0;0;0
9813276; UBS NOVA SAO PEDRO 2;190;10;12;0;48;1;114;0;4;1
2344068; UNIDADE DE SAUDE DA GAMELEIRA;51;10;12;0;13;0;15;1;0;0
9291644; ESTRATEGIA SAUDE DA FAMILIA PAU BRASIL;49;10;12;0;11;0;14;2;0;0
3407888; ESF JARDIM CONCORDIA;27;10;12;4;0;0;1;0;0;0
2229498; UBS VILA IRMASAPIRANGA;386;10;11;0;76;0;220;0;67;2
7851448; UBS N 11;147;10;11;0;71;0;49;0;0;6
7762909; U B S SAO JOSE;30;10;11;0;6;0;0;1;0;2
2225891; UNIDADE BASICA DE SAUDE CAMPESTRE BAIXO;21;10;11;0;0;0;0;0;0;0
7493797; UNIDADE BASICA DE SAUDE RAIMUNDO LOPES DA SILVEIRA;327;10;10;25;11;0;35;0;236;0
2419025; UNIDADE BASICA DE SAUDE SENEN MANOEL RODRIGUES;28;10;10;0;0;0;0;0;8;0
2113864; UBS DR PERICLES FRANCISCO RODRIGUES;198;10;10;2;73;4;99;0;0;0
2483203; UNIDADE BASICA DE SAUDE ROBERTO SANTOS;59;10;10;0;14;0;23;0;0;2
3033538; USF SANTO ALEIXO III;39;10;10;0;11;0;8;0;0;0
2458411; UNIDADE BASICA DE SAUDE MANOEL CONSTANTINO BRASIL;56;10;10;12;7;0;17;0;0;0
6448283; UAPS 1 UNIDADE DE ATENCAO AOS PROGRAMAS DE SAUDE;35;10;10;0;6;0;9;0;0;0
5031028; UNIDADE BASICA DE SAUDE GENTIL COSTA PARAISO;25;10;10;0;5;0;0;0;0;0
2638096; U S F CAICARA;25;10;10;0;5;0;0;0;0;0
6281931; ESF VILA AZUL;25;10;10;0;5;0;0;0;0;0
2342405; UBS MARIO ANDREAZZA I;29;10;10;0;4;0;5;0;0;0
6280285; USF JOSE FERNANDO DA SILVA MENDES;22;10;10;0;2;0;0;0;0;0
2319268; CENTRO DE SAUDE PROFESSORA CLEONICE FERRAZ DE SA;28;10;10;8;0;0;0;0;0;0
2001713; USF DEUSIMAR PINHEIRO DA SILVA;20;10;10;0;0;0;0;0;0;0
2607336; UBSF CICERO CANUTO DE ARAUJO;20;10;10;0;0;0;0;0;0;0
2667568; ESF JARDIM FLORESTA;95;10;9;0;25;0;43;0;8;0
3004570; ESF DE PONTA DO MEL;93;10;9;0;32;1;40;0;1;0
2758458; ESF EMYDIO PINHEIRO DA SILVA;54;10;9;4;16;0;8;0;0;7
2477750; UNIDADE PSF MUTIRAO;29;10;9;0;7;0;3;0;0;0
6687865; UNIDADE BASICA DE SAUDE CICERO MENEZES DE SOUSA;32;10;9;0;6;0;6;0;0;1
7538642; UBS SAO FRANCISCO;23;10;9;0;4;0;0;0;0;0
2276232; UBS BARAO DE ANGRA UNIDADE JOAO FRANCISCO PEREIRA;23;10;9;0;4;0;0;0;0;0
4266048; UBSF VILA SAO JOSE 3;83;10;9;63;0;1;0;0;0;0
2711613; CENTRO UNIVERSITARIO INTEGRADO DE SAUDE AMAURY DE MEDEIROS;25;10;9;4;0;2;0;0;0;0
6631002; POSTO DE SAUDE DE VILA ASSIS;24;10;9;5;0;0;0;0;0;0
2451832; UNIDADE BASICA DE SAUDE SITIO SECO DOS ROCHAS;19;10;9;0;0;0;0;0;0;0
9216162; UNIDADE DE ATENCAO A SAUDE INDIGENA DE BELO HORIZONTE;19;10;9;0;0;0;0;0;0;0
2717107; CENTRO DE REFERENCIA DR JOSE ROBERTO CAMPI;19;10;9;0;0;0;0;0;0;0
2412489; UNIDADE DE SAUDE DA FAMILIA ORMEZINA MARIA DA CONCEICAO;22;10;8;0;2;0;2;0;0;0
2343436; USF RENASCER III EQ I;20;10;8;0;1;0;1;0;0;0
2449137; UBS DE JOATUBA;122;10;8;7;0;97;0;0;0;0
7305397; UNIDADE DE SAUDE DA FAMILIA AREIAL II;30;10;8;12;0;0;0;0;0;0
5678765; UBS SAUDE SAO JOSE;27;10;8;7;0;1;1;0;0;0
2458497; UBS LAGOINHA;25;10;8;4;0;3;0;0;0;0
6945392; UNIDADE SAUDE DA FAMILIA III WANDERLANDIA;18;10;8;0;0;0;0;0;0;0
2307545; UNIDADE DE SAUDE DA FAMILIA DO POV ORFAOS;30;10;7;0;8;0;2;1;2;0
2397536; UNIDADE DE SAUDE DA FAMILIA JOSE MARTINS VIEIRA BATOVI;37;10;7;0;9;0;10;1;0;0
4063988; ESF ALFREDO DE CASTRO II;24;10;7;3;4;0;0;0;0;0
2722720; USF JOSE ALVIM FONTES;23;10;7;0;4;0;2;0;0;0
2694654; UNIDADE BASICA DE SAUDE CECILIA DE SOUSA NERI;22;10;7;0;3;0;0;0;0;2
3644111; UBS JOAO LINS DE ANDRADE;21;10;7;1;3;0;0;0;0;0
2458535; UBS JUCAREIRA;27;10;7;10;0;0;0;0;0;0
2318105; ESTRATEGIA DE SAUDE DA FAMILIA 3;17;10;7;0;0;0;0;0;0;0
2638789; USF ENGENHO VELHO I;17;10;7;0;0;0;0;0;0;0
2157667; UNIDADE BASICA DE SAUDE LUZ;17;10;7;0;0;0;0;0;0;0
2161575; HOSPITAL SAO VICENTE DE PAULO DE MERCES;17;10;7;0;0;0;0;0;0;0
2038900; CSF TATU LIMEIRA;17;10;7;0;0;0;0;0;0;0
2739402; POSTO DE SAUDE ELISA;17;10;7;0;0;0;0;0;0;0
2703548; USF DE NAZARE;220;10;6;0;76;0;127;0;0;1
2148722; UNIDADE DE ATENCAO PRIMARIA A SAUDE PALMEIRAS;55;10;6;0;13;0;26;0;0;0
2356260; PSF COHAB;38;10;6;0;8;0;6;8;0;0
9278796; UNIDADE DE SAUDE DA FAMILIA DAS PEDRAS;21;10;6;0;3;0;2;0;0;0
2454939; CENTRO DE SAUDE MACARANDUBA;18;10;6;0;1;0;0;0;0;1
2440156; UNIDADE DE SAUDE DA FAMILIA SAMARA TRINDADE;23;10;6;7;0;0;0;0;0;0
2531704; POSTO DE SAUDE TABULEIRAO;16;10;6;0;0;0;0;0;0;0
420484; USF FREI DAMIAO;16;10;6;0;0;0;0;0;0;0
2362678; UBS TAMBOR I;101;10;5;0;39;0;45;0;2;0
868; US 142 CS BIDU KRAUSE;36;10;5;0;13;0;6;1;1;0
2792877; UBS VELAME;30;10;5;0;15;0;0;0;0;0
2004526; UNIDADE BASICA DE SAUDE SANTA LUZIA;23;10;5;0;4;0;3;0;0;1
9535896; SMS CAPS III EAT SEVERINO DOS SANTOS AP 32;18;10;5;0;1;0;2;0;0;0
2088053; UNIDADE DE SAUDE DA FAMILIA ITAMARATY LEME;15;10;5;0;0;0;0;0;0;0
800023; CLINICA POPULAR DR REGINALDO CUSTODIO;15;10;5;0;0;0;0;0;0;0
2795876; UNIDADE DE SAUDE DA FAMILIA MENINO JESUS;38;10;4;0;3;0;10;2;2;7
5499364; UNIDADE BASICA DE SAUDE DE ACAJATUBA;16;10;4;0;2;0;0;0;0;0
7497547; UNIDADE DE SAUDE NUCLEO ESPERANCA;27;10;4;4;0;9;0;0;0;0
7408609; ESF OLIEU BRUNO DIAS;18;10;4;4;0;0;0;0;0;0
3597482; UBS SARGENTO JESUS MELO FRANCO;16;10;4;1;0;1;0;0;0;0
9678395; ICCA INSTITUTO CRISTAO DE CARDIOLOGIA DO AMAPA;14;10;4;0;0;0;0;0;0;0
2280345; UBS ANTONIO CAVALCANTI;14;10;4;0;0;0;0;0;0;0
5720494; ESF DR ANTONIO CLARET SAMPAIO;32;10;3;0;4;0;12;0;3;0
5553741; UAPS EUSTAQUIO DE QUEIROZ;30;10;3;0;10;0;4;2;0;1
672874; CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19;13;10;3;0;0;0;0;0;0;0
2680564; ESF XXV NUCLEO I;124;10;2;0;18;0;94;0;0;0
2682478; UBS CIDADE JARDIM I E II;19;10;2;0;5;2;0;0;0;0
2313502; ESF II MUTIRAO;16;10;2;0;2;0;2;0;0;0
2317125; USF VILA DO INDUA;13;10;1;0;2;0;0;0;0;0
