CNES;Estabelecimento de Saúde;1ª Dose
5697077; UNIDADE MOVEL DA MULHER ONIBUS ROSA SOROCABA;177
2080613; HOSPITAL E MATERNIDADE CENTRAL SAO CAETANO DE SUL;177
2044943; MODULO ODONTOLOGICO V SOROCABA;176
2754975; ESF VICTORIO BOSO;175
2024462; ESF VILA BRASIL;175
2026015; USF DR ATHOS PROCOPIO DE OLIVEIRA JD IMPERIAL;174
9639659; SANTA CASA DE MISERICORDIA DE COSMOPOLIS;174
2798247; AMBULATORIO DE ESPECIALIDADES I;173
2067188; ESF DRA MARIA EUNICE DEL FIOL VALINHO TATUI SP;173
2750880; PSF DO JARDIM BELA VISTA;173
2815478; UVIS ITAQUERA;173
6546463; AME AMBULATORIO MED DE ESPEC VILOBALDO C T FILHO ITAPEVI;173
7517653; UNIDADE DE SAUDE ANTONIO CAETANO DE SOUZA;172
4048822; SAD MELHOR EM CASA MONTE ALTO;172
2063557; ESF ORATORIO POSTINHO DO ORATORIO DE SOCORRO;171
2688514; HOSPITAL PSIQUIATRICO DE VILA MARIANA;171
4048512; PRESIDIO I DE ITIRAPINA DR ANTONIO DE QUEIROZ FILHO;170
2861844; USF VILA NOVA UNIAO;170
5570751; ESF VII ASSENTAMENTO NOVA PONTAL;170
2080168; HOSPITAL DA CRIANCA;170
6767400; UPA DR DIORANDI FIGUEIRA DA COSTA;169
3515966; CENTRO RESSOC PREF JOAO MISSAGLIA MOGI MIRIM MOGI MIRIM;168
3510700; USF TRES LAGOS;165
2034964; PROGRAMA DE SAUDE DA FAMILIA DO BAIRRO COHAB TIETE SP;165
2057913; UBS VILA SANTA TEREZINHA;165
2064979; USF CORACAO CRIANCA ARTUR NOGUEIRA;165
3729214; ESF JARDIM GONZAGA TATUI SP;165
2785366; USF JOAO BALBI PIRASSUNUNGA;163
7620942; UNIDADE MISTA DE SAUDE JOSE AJONA FILHO;162
2026562; UBS II NELSON SARGI;162
2097834; UBS SAUDE MACUCO;162
2716941; USF LILIANA;161
5188121; CENTRO DE DETENCAO PROVISORIA DE SB CAMPO;161
9101489; U B S DR WILSON MARCILIO;161
7718837; UNIDADE DE SAUDE DA FAMILIA ARCO IRIS PINDAMONHANGABA;159
3823989; UBS DR NILDO NERI DE OLIVEIRA;157
7841701; UPA I RODEIO;157
2747510; PSF TAQUARAL RINCAO;157
5271304; UNID PROGRAMA SAUDE FAMILIA BACURITI VILA SIMOES CAFELANDIA;156
2035448; PAS SAO MARTINHO D OESTE DE ALTO ALEGRE;156
174378; HOSPITAL DE CAMPANHA COVID 19;155
7621426; ESF UNIDADE PARQUE DOS LAGOS;154
6156959; AMA JD PERI PERI;154
3044114; UBS NOVA ARUJA;154
2073552; UPA TABOAO;154
6133622; AMA SACOMA;154
2085178; POSTO DE SAUDE DA FAMILIA ISAMU ITO;152
8015635; PENITENCIARIA II DE SERRA AZUL;152
3217213; ESF DR JOAO BATISTA DE TOLEDO LEME;151
2086050; MATERNIDADE GOTA DE LEITE;151
2082519; SANTA CASA DE PARAGUACU PAULISTA;150
2791145; UBS DR FARID NAUFEL;149
104892; HOSPITAL DE CAMPANHA COVID 19 FERNAO DIAS;149
7179626; UNIDADE BASICA DE SAUDE GERALDO CASONI;147
2079429; SANTA CASA SALTO DE PIRAPORA;147
7462484; ESF DA PALHA;147
6885284; UPA ENSEADA PAULO FLAVIO AFONSO PIASENTI GUARUJA;147
7787103; UBS JOSE CAMILO DE OLIVEIRA;146
2791382; PAS VILA CORREA BARRA BONITA;146
3658481; USF VALLE VERDE;146
3474674; UNIDADE DE PRONTO ATENDIMENTO JARDIM ANGELA;146
2765918; CENTRO DE SAUDE MORRO DO ABRIGO DR ANTONIO CARLOS BRAGA;145
2082462; HOSPITAL UNIMED LEME;145
5380278; UBS JARDIM SANTO ALBERTO;145
2026031; USF DR JOSE ROCHA JD GAVIOLI;144
7280114; ESTRATEGIA DE SAUDE DA FAMILIA I ESF I;143
8016488; CENTRO DE RESSOCIALIZACAO ITAPETININGA;143
2081741; HOSPITAL SBC;143
5427851; USF VILA DOS COMERCIARIOS PSF;143
2087936; PSM DR RUI DE PAULA DIAS LEME;143
7528523; UNIDADE DE SAUDE DA FAMILIA KOBAYAT LIBANO PIRACICABA;142
968358; ESF CARLOS DOS SANTOS;142
3458067; UBS CECAP;141
2071207; UBS JARDIM BURITI;141
135607; UBS VALDIR ALVES PEREIRA;141
3018423; PENITENCIARIA DR JOSE AUGUSTO CESAR SALGADO IRT;140
2072734; UBS PSF DR HENRIQUE SCURSONI NETO;140
2085976; UNIDADE MISTA DE SAUDE ROSA SANTA PASIN AGUIAR;140
5381231; ESF PITEU;140
7681526; USF CONRADO VAZ GUIMARAES FILHO EGO;139
2066300; USF MARIA DAS DORES BORGES BOLDRIN ATIBAIA;139
7435568; HOSPITAL E PRONTO ATENDIMENTO SANCTA MAGGIORE;138
411116; UBS MACUCOS;136
9905782; UBS DR SYNESIO THOMAZELLA;135
7594925; USF AMELIA STRANIERI FRARE;135
9128093; UPA II OROPO;134
2747561; USF RAPHAEL CHIARELLO DESCALVADO;133
104787; POLICLINICA COVID 19 ITAPETININGA;133
2058170; UNIDADE BASICA DE SAUDE DA VILA ZALLA;132
9065962; ESF ANDRE BATISTA TATUI SP;132
7532628; UNIDADE DE SAUDE DA FAMILIA JAVARI PIRACICABA;130
9159126; CENTRO DE SAUDE ESF MARIA CLAUDETE DA COSTA;129
6555284; UBS GUIOMAR FRANCO DA CUNHA JD DULCE;129
6871593; PROGRAMA SAUDE DA FAMILIA EQUIPE B POTIM;129
2084317; CLINICA FAZENDA PALMEIRAS;129
2033216; ESFSB MI CAIC DE GUAPIACU;129
2716801; HOSPITAL DA CRIANCA GRENDACC;129
2027429; UVIS SAO MIGUEL;129
2024446; UNIDADE DE SAUDE DA FAMILIA ARARETAMA PINDAMONHANGABA;128
2752476; UVIS ITAIM PAULISTA;128
6249434; SAE FERRAZ DE VASCONCELOS;128
2996189; UBSF JARDIM CRUZEIRO;127
9492380; PRONTO ATENDIMENTO PARQUE ALVORADA;127
5351448; UNIDADE BASICA DE SAUDE CRISPIM PINDAMONHANGABA;127
5545099; USF PROF DR DOMINGOS A LOMONACO EUGENIO MENDES LOPES;127
2077302; USF DR PAULO JUSTO APARECIDA;126
9527737; SECRETARIA MUNICIPAL DE SAUDE DE HERCULANDIA;126
6978657; U B S LIDIA MARIA DE GODOI RODRIGUES;126
8931; UBS JARDIM ITAPOAN ANA MARIA;126
3408035; UNIDADE DO PSF NUCLEO VILA BELEM CAFELANDIA;125
6373410; ESF EQUIPE DE SAUDE DA FAMILIA INDAIAS;125
2072130; PRONTO ATENDIMENTO BONSUCESSO;125
2059517; USF BAIRRO DOS GODINHOS;124
6958117; PROGRAMA MELHOR EM CASA;123
6862357; SAMU REGIONAL MOGI DAS CRUZES;123
2077752; HOSP MONUMENTO CEHM;123
7094132; UNIDADE DE PRONTO ATENDIMENTO UPA I SANTA ISABEL;122
5525039; ESF CENTRAL;122
2879077; UNIDADE DE SAUDE DA FAMILIA GUACU;122
2718626; UBS GUIOMAR FRANCO DA CUNHA JD DULCE II;121
2981874; USF AGROCHA 2 E 3 REGISTRO;121
9888659; UNIDADE MOVEL ODONTOMOVEL 01 ITAPETININGA;120
2079771; UNIDADE BASICA DE SAO JOSE DO BARREIRO;120
5654548; ESF DR NEWTON CUCOLICCHIO;119
2049597; ESF DR LUIZ DAVI LELIS;119
2074826; UBS DR WALDOMIRO PAIVA LUZ;119
7320175; HOSPITAL SAO MIGUEL ARCANJO;118
2089548; SANTA CASA DE PITANGUEIRAS;118
9884300; BEEP SAUDE VILA OLIMPIA;117
2748703; USF DR JOAO ANTONIO DEL NERO PIRASSUNUNGA;117
3346110; HOSPITAL PRONTIL;117
5258510; ESF JARDIM MONTE ALTO ITAI;117
2052121; PAS MARCILIO O MENCK ARACOIABA DA SERRA;116
3000923; PENITENCIARIA FEMININA DE RIBEIRAO PRETO;116
6403069; HOSPITAL E MATERNIDADE NOSSA SENHORA DE FATIMA;116
3221792; INFANTIL SANTOS COOPERATIVA MEDICO HOSPITALAR;116
7447078; ESF VI DR FLAVIO NEGRAO AVARE;116
115509; HOSPITAL DE CLINICAS ANJO GABRIEL;116
7371349; HOSPITAL DR OLAVO HORNEAUX DE MOURA SAO VICENTE;116
2070561; UBS IPERO;115
7021801; AME AMBULATORIO MEDICO DE ESPECIALIDADES DE MOGI DAS CRUZES;115
6126642; HOSPITAL VIVER RIBEIRAO PRETO;115
2082748; HOSPITAL ANGATUBA;115
2052148; USF DR VALDOMIRO DE OLIVEIRA CHAPADINHA;114
3005194; CENTRO DE READAPTACAO PENITENCIARIA DE PRESIDENTE BERNARDES;114
2026074; HOSPITAL POLICLIN DE JACAREI;114
3479706; PSF NOSSA SENHORA DA PENHA ALVARES MACHADO;114
2786699; SAE IST AIDS BUTANTA;113
7357273; UBS DR JOAO BATISTA PEDROSO DE CAMPOS;113
3003531; UBS LAZARA DALVA G TIMONI DE SANTA GERTRUDES;112
2067714; UBS TAPERA GRANDE;112
302961; HOSPITAL DE CAMPANHA COVID 19 RIO CLARO;111
2750686; PAS AGROVILA ROSANELA DA PREFEUCLIDES DA CUNHA PAULISTA;111
7609906; USF SAO JOAO DR HEYDE COELHO SANTOS;110
2072068; ESF MILTON MARTINS PERCHES;109
3000362; HOSPITAL PRO INFANCIA;109
2745801; HOSPITAL SAO MARCOS MORRO AGUDO;109
2057220; INSTITUTO CLEMENTE FERREIRA SAO PAULO;109
9544739; EFS ALIPIO;109
3317110; SUPERVISAO TECNICA DE SAUDE S AMARO C ADEMAR;109
3479692; ESF NOSSA SENHORA DA PAZ;109
2048477; CENTRO MUN DE HAB E REABILITACAO AMOR PERFEITO III;109
2080184; HOSPITAL MUNICIPAL;108
2791390; PAS VILA HABITACIONAL BARRA BONITA;108
2033720; PSF I E PSF II ALEXANDRE GATOLINE AGUAS DE LINDOIA;108
2047578; ESTRATEGIA SAUDE DA FAMILIA DR RONALDO JORGE NAZAR;107
2042436; USF BANANAL DR DARIO MORI ROMANI;107
9005242; ESF SALTO ALBERTO TATA NIERO;107
9011528; ESF II DA VILA DM;106
2751569; SANTA CASA DE MISERICORDIA DE CERQUILHO;106
2750899; PSF III JARDIM SOLEDADE;106
2033666; POSTO DE SAUDE DA FAMILIA BARAO ATALIBA NOGUEIRA;105
7340885; UPA UNIDADE DE PRONTO ATENDIMENTO DR ATILIO C CYPRIANO;105
2051524; ESF DR BELIZARIO SEVILHANO;105
6618332; HOSPITAL SANCTA MAGGIORE;104
2750864; PSF I JARDIM VANTINI;104
7073550; UBS BAIRRO TERRAS DE SANTA MARIA TIETE SP;103
2076004; ESF DR FRANCISCO ASSIS SANTANA;103
2871009; PSF I JOSE EDUARDO MARTINS;103
3044831; HOSPITAL POLICLIN CACAPAVA;103
3018466; PENITENCIARIA FEMININA STA MARIA EUFRASIA PELLITIER;102
263729; UBS ANGELINA PAULON OLIVA;102
2047608; PS DE PEDREGULHO;101
2092018; UBS RIBEIRAO BONITO TEJUPA;101
5309379; CENTRO DE RESSOCIALIZACAO DE BIRIGUI SP;101
9670386; ESF VI LAGOA DOURADA;101
6133525; AMA JARDIM SAO LUIZ;101
5259789; HOSPITAL E MATERNIDADE POLICLIN;100
2023512; HOSPITAL SANTA SOFIA;100
7844344; UBS AGUA FRIA;100
2039958; ESF SAO JOAO DO MARINHEIRO CARDOSO;100
5784689; UBS PSF MARGARIDA POLAK LARA DE SANTA GERTRUDES;99
2088851; ESFSB MI VEREADOR ERNESTO TAVARES IBIRA;99
9128581; HOSPITAL SAMARITANO AMERICANA;99
9487042; ESF SAO JOSE;98
9968768; USF SAO FRANCISCO;97
2035863; POSTO DE SAUDE APIAI MIRIM CAPAO BONITO;97
5822998; ESF JARDIM EUROPA;96
9549846; HOSPITAL BRAGANTINO;96
2030667; PPA PONTE NOVA DE ITAPIRA;96
7868766; USF BOM VIVER PADRE NORBERTO MASSARU KONDO;95
6699928; POSTO DE SAUDE JARDIM SANTANA E S F 3;95
2879085; UNIDADE DE SAUDE DA FAMILIA TABOAO;95
5469309; CENTRO DE SAUDE ESCOLA DR ANGELO MARCOLINI;95
2696177; PENITENCIARIA DO SAO BERNARDO DE CAMPINAS;95
610747; UNIDADE MISTA DE SAUDE DE SALTINHO;95
264083; EQUIPE DE SAUDE DA FAMILIA IV JARDIM BELA VISTA PANORAMA;95
2716860; S A E MARILIA MARIA ANGELICA VIEIRA CARVALHO;94
6270093; UPA REGIAO NORTE;94
2025701; NUCLEO GESTAO ASSISTENCIAL 59 RIBEIRAO PRETO;93
9035729; UBS MONTE CARLO;93
377236; UBS NELSON ROCHA;92
2093375; ESF LEONISIO GAMBEIRO JALES;92
2093502; HOSPITAL SAO DOMINGOS NA PROV DE DEUS NHANDEARA;92
7831684; PSF VII MORADA DO SOL;92
2716518; UNIDADE BASICA DE SAUDE CARLOS PALMA COHAB;91
6240763; ESF VILA CACARRO;91
2086778; SUVIS LAPA PINHEIROS;91
2035065; UNIDADE DE SAUDE DA FAMILIA DE CURUPA TABATINGA SP;90
2047292; UBS DE VILA LIDIA DR SHIRLEY AGDA GARCIA BARROS;90
4141989; UNIDADE DE SAUDE DA FAMILIA GUAPURA;90
9577254; UNIDADE EINSTEIN ALTO DE PINHEIROS;90
2023474; HOSPITAL MUNICIPAL WALTER FERRARI;90
9112952; CENTRO DE ESPECIALIDADES PAPA JOAO PAULO II;89
7706766; UPA TANGARA ESTORIL;89
2749327; PAMO BELEM;88
7620969; UNIDADE BASICA DE SAUDE JOAO ANIBAL;88
3045617; CSF CAMPO BELO LIMEIRA;88
6036252; UBS SANTA ELISA;87
2080729; HOSPITAL SAO JOSE SAO VICENTE;87
2084252; SOBRAPAR CAMPINAS;87
3005003; CENTRO DE RESSOCIALIZACAO CR ARACATUBA;87
6378684; SECRETARIA MUNICIPAL DA SAUDE DE ITAPEVA SP;87
3002659; PSF JARDIM AMERICA IBATE;86
3500969; USF HORTO FLORESTAL PSF;86
970298; ESF VI ITAPEUNA;86
2748681; USF DRA LUCIA MOCHO ROSA TOSI PIRASSUNUNGA;86
3427706; CENTRO DE RESSOCIALIZACAO FEMININO DE SAO JOSE DO RIO PRETO;86
2698390; ESF LAURO BENEDETTI;86
3558932; UNIDADE DE SAUDE DA FAMILIA GOIABAL PINDAMONHANGABA;86
2032384; ESF CENTRO II SANTA FE DO SUL;86
3003280; HOSPITAL DE DESINTERNACAO PROGRESSIVA;85
5622476; USF OLARIA PSF;85
2024209; UNIDADE DE SAUDE DA FAMILIA TRIANGULO PINDAMONHANGABA;85
9808442; ESF CENTRO NATIVIDADE DA SERRA;85
6117368; USF SANTO ANTONIO PSF;84
2047926; PSF BAIRRO JARDIM DA SERRA TIETE SP;83
7822774; UBS MARIA INEZ MELICIO;83
2078988; HOSPITAL CORACAO DE JESUS;83
7998759; ESF IRINEU MALICIA;82
7525079; UBS ALVORADA JOAO LELLIS ESF V;82
2035189; USF AEROPORTO;82
3708616; UPA NOVO HORIZONTE;82
2044390; PAMO REGISTRO;82
2072017; NOTRE DAME INTERMEDICA SAUDE;81
2067234; PRONTO ATENDIMENTO MUNICIPAL PAULO BARBOSA RANGEL TREMEMBE;80
2087138; USF JARDIM NOVO HORIZONTE PSF;79
2057603; USF MADRE CIREMA DO CARMO CORREA SAO GERALDO;79
2044463; ESF VEREADOR ORLANDO PALANDI;78
3001822; COORD DE UNID PRISIONAIS VALE DO PARAIBA E LITORAL;78
133035; CENTRO INTEGRADO DE SAUDE;78
7321708; USF SAO ROQUE PSF;78
3846660; UNIDADE BASICA DE SAUDE JARDIM ARCHILA;76
2089564; HOSP MAT 8 DE MAIO;76
6684718; SAD SERVICO DE ATENDIMENTO DOMICILIAR;75
5101174; UNIDADE DE SAUDE DA FAMILIA CIDADE JARDIM PINDAMONHANGABA;75
2066416; PAS BAIRRO RODEIO SARAPUI;75
9515976; UNIDADE DE SAUDE DA FAMILIA GERALDO GALLI;75
6873278; SAD SERVICO DE ATENCAO DOMICILIAR SANTO AMARO;74
9296; UPA 24 HORAS ALTO DA PONTE;74
2030780; UBS DR FAUZE ALI MERE SERTAOZINHO;73
3591948; PSF CENTRAL IMIGRANTES;73
2093545; ESF HONORIO AMADEU;73
2051273; EACS AGROVILAS ITAPEVA;73
5288932; PSF PARQUE ELDORADO;73
2026228; UBS DR VICENTE BUCHIANERI JARDIM VERTONI;73
6148344; AMA JARDIM PERI;73
2078813; HOSPITAL OFTALMOLOGICO DE SOROCABA;72
9279806; UNIDADE DE SAUDE DA FAMILIA MARIETA AZEREDO PINDAMONHANGA;72
2036665; ESF DE NEVES PAULISTA;72
7959176; UBS JARDIM DOROTHEA SAO PEDRO;72
7035934; PROGRAMA SAUDE DA FAMILIA EQUIPE D POTIM;72
2062518; POSTO DE SAUDE DE FATIMA PAULISTA TURMALINA;72
2050870; UBS DO BAIRRO CHAVE;72
3019926; UVIS GUAIANASES;72
8087; PRONTO SOCORRO CONRADO CESARINO NUVOLINI;71
975117; ESF JD YPE;71
3909573; POSTO VILA SUICA CAMPOS DO JORDAO;71
6670768; UNIDADE BASICA DE SAUDE ELOY VENANCIO DA SILVA;70
2698374; HOSPITAL DE MISERICORDIA NOSSA SENHORA APARECIDA;70
7531028; UNIDADE DE SAUDE DA FAMILIA ARTEMIS I PIRACICABA;69
5710367; UBS VALTER GATTI;69
6141722; UBS CELESTINO DE CARVALHO;69
2024454; USF SYDNEI FERREIRA DA COSTA NOSSO TETO;69
3486346; HERP;69
2025221; UBS CAMILA PELEGRINI MUSSI;68
2029510; SECRETARIA MUNICIPAL DE SAUDE DE BRODOWSKI;68
5723841; UBS DRA NELMA EUFRIDA TESSARI FERREIRA LEME;68
2065347; VIGILANCIA EM SAUDE;67
7603274; HOSPITAL MUNICIPAL SAO JOSE;67
2043823; USF BAIRRO DOS CORREAS;67
6480756; VAGALUME SAUDE INFANTIL;66
2052172; UBS DR JOSE ALEXANDRINO FILHO;65
2066335; UNIDADE DE SAUDE SANTA CLARA;65
2091984; UBS DE TEJUPA;65
9386734; UBS PREFEITO VICTORIO OLIVIO CEZARINO;65
6395139; UBS ANTONIO DOMICIANO BARBOZA;64
6694845; INTENSIVA REMOCOES TERRESTRES;64
5268125; AMA MAURICE PATE;64
7350368; ESF 7 DE SETEMBRO;64
7804466; USF DR CARLOS ROBERTO SURIAN NOVA CATANDUVA;63
985937; ESF ADAO PERUCCI;63
5123496; USF CABELINHA PSF;63
251402; UBS JARDIM BRASIL;63
7882165; NUCLEO DE TRANSPORTE DO MUNICIPIO DE AMPARO;63
2083876; SANTA CASA DE FRANCISCO MORATO;62
3041484; ESF 4 RIBEIRAO BONITO;62
3363562; ESF MARGEM ESQUERDA;62
3028860; UNIDADE BASICA DE SAUDE HELENA FREITAS VIEIRA SENAS;61
2034174; UNIDADE BASICA DE SAUDE DE LARAS;61
6781586; PSF II DOUTOR EDWIN BENEDITO MONTENEGRO;61
410535; SETOR DE AMBULANCIAS ELETIVAS;61
7776136; UNIMED LIMEIRA;61
2070286; UBS JOAO PAULO II VALPARAISO;60
970328; ESF VIII QUILOMBOS;60
2024314; UNIDADE DE SAUDE DA FAMILIA MARICA PINDAMONHANGABA;60
2752433; UVIS ERMELINO MATARAZZO;60
478849; UBS FRATERNIDADE;59
2082438; SANTA CASA DE CHAVANTES;59
5871395; ESF VILA PROGRESSO CARDOSO;58
9700609; VIGILANCIA EPIDEMIOLOGICA DE JANDIRA;58
2024128; UNIDADE DE SAUDE DA FAMILIA JARDIM IMPERIAL PINDAMONHANGABA;57
9414657; UBS MARIO COVAS;57
3157709; ESF NUCLEO II VILA CRISTINA;57
2058707; ESF DA VILA;57
2748495; PS SANTA LUZIA MARIO LUIZ FEDRIGO SAGRADO CORACAO DE JESUS;57
2025175; ESF EMBAU QUILOMBO;57
9419896; ESF VILA SANTOS REIS;57
5484448; ESF EMBAUZINHO TURMA26;57
924105; UNIDADE DE SAUDE DA FAMILIA SILMARA RODRIGUES DE PAULO;56
2024578; ESF I VILA CRISPIM;56
9490604; HOSPITAL SAGRADA FAMILIA;56
2036207; UBS COLONIA PIAGUI;56
664669; ESF JOSE MARIA DOS SANTOS;55
3355020; UVIS CIDADE TIRADENTES;55
7497024; PROGRAMA SAUDE DA FAMILIA EQUIPE E POTIM;54
6051383; CCZ CENTRO DE CONTROLE DE ZOONOSES;54
2046342; UBS DR JOSE DE CASTRO MENDONCA FURTADO PSF;53
2716291; HOSPITAL JOAO VELLOSO;53
6403719; EQUIPE DE SAUDE DA FAMILIA CRISTAIS PAULISTA;53
7982275; UNIVERSIDADE DE MOGI DAS CRUZES;53
2032813; USF PRQ RODOVIAS PSF;52
2023822; ESF GUANABARA 1 FARMACEUTICO JOSE DE LIMA;51
2083922; UBS VILA JARDIM;50
8016291; CENTRO DE RESSOCIALIZACAO DE PRESIDENTE PRUDENTE;50
7232276; UNIDADE DE SAUDE BENEDITA ODETE A QUADROS US JD ALVORADA;50
548367; UBS JOSE FERREIRA DE SOUZA;50
3002640; CENTRO DE PROGRESSAO PENITENCIARIA DE SAO MIGUEL PAULISTA;49
694622; HOSPITAL ESTADUAL COVID 19 METROPOLITANO SANTA CECILIA;49
6943101; CENTRAL DE REGULACAO MEDICAS DAS URGENCIAS;48
5020158; ESF BICAO ALCIDES GARCIA MESQUITA JUNIOR;48
2023792; ESF COHAB DR AUGUSTO MARQUES DE LIMA;48
3812545; IAM;48
2792664; POSTO RECANTO FELIZ CAMPOS;48
3446913; COORDENADORIA REGIONAL DE SAUDE SUDESTE;47
3393739; USF VIRGILIO VIEL;47
2967340; BEEP SAUDE ALPHAVILLE;47
2745925; ESF VEREADOR APARECIDO FERREIRA BORGES;47
2790467; ESTRATEGIA DE SAUDE DA FAMILIA ENG GILMAR JOSE SIVIEIRO;46
4086473; UBS SAO PEDRO II;46
9297715; MATERNIDADE MUNICIPAL DE PERUIBE;46
7311273; USF VILA SANTANA;46
882224; USF MARLI MARTINS;45
6989292; USF VILA BRITO PSF;45
2096617; HOSPITAL ASSISTENCIAL MARIA CAVALOTTI NEVES POTIRENDABA;45
3512401; HOSPITAL E MATERNIDADE PARANAGUA;45
2023776; ESF SAO BENEDITO JOSE TEIXEIRA SOBRINHO;44
918113; UBSF WALDEMIR JOSE PEDROSO;44
7455453; USF CENTENARIO;44
105589; HOSPITAL DE CAMPANHA COVID 19 FALCAO;44
9394087; CENTRO DE ATENCAO PSICOSSOCIAL ZENIA PONSO FOSCHI;43
6825478; UBS DO SUMARE UBATUBA;42
3053660; UBS DE VILA CRUZEIRO DR JOSE VINICIUS DE FIGUEIREDO MOURA;42
6995330; CASA TAUBATE;42
2086999; USF PROFA DRA CELIA DE ALMEIDA FERREIRA NUCLEO 3;42
3672891; PSF BELO PLANALTO;41
3022293; UBS CLEISON ANTONIO DE OLIVEIRA ESF SAO VICENTE;41
3708608; UPA EUGENIO DE MELO;41
3136388; AMBULATORIO DE DST AIDS;41
7759886; FUNDACAO DE SAUDE PUBLICA DE SAO SEBASTIAO FSPSS;40
2024942; SECRETARIA MUNICIPAL DA SAUDE;40
3353516; ESF ESTACAO 1 LUIZ GAMBI;39
6074928; UNIDADE ESTRATEGIA DE SAUDE DA FAMILIA DE MOMBUCA;39
2071452; POSTO DE SAUDE DA FAMILIA ELEUTERIO;39
6427464; SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DOS CAMPOS;38
6003966; EAP SAGRADA FACE APARECIDA;38
7938322; UBS VILA CICMA;38
9279695; POLO BASE MONGAGUA;38
865613; UNIDADE DE SAUDE DA FAMILIA DONA MARTHA BROSCO;38
6871577; PROGRAMA SAUDE DA FAMILIA EQUIPE A POTIM;38
675911; SALA DE VACINA ESF DR VALLADAO;38
5466628; PSF JARDIM PANORAMA ALVARES MACHADO;38
2078058; HC DA FMUSP HOSPITAL AUXILIAR DE SUZANO;38
2051311; UBS TABATINGA CARAGUATATUBA;38
2747634; USF MARIA MARTINS KASTEIN DESCALVADO;38
6418589; CAPS II;37
9403043; UBS DE SALMOURAO ARNALDO RABASSI;37
110310; HOSPITAL DE CAMPANHA COVID 19 CAIEIRAS;37
2062925; UBS DR WALDEMAR LOPES FERRAZ;37
6981763; CAPS ALCOOL E DROGAS DR JOAO OLAVO DO CANTO NETO;37
2746905; VIGILANCIA EPIDEMIOLOGICA DE CARAPICUIBA;36
3353834; UNIDADE DE SAUDE FAMILIA SANTA CECILIA PINDAMONHANGABA;36
9966978; PSF 22 ENGENHO DAGUA DRA LIA DE ARAUJO OLIVEIRA MARCHI;36
9237062; UNIDADE DE SAUDE DA FAMILIA FARMACEUTICA NAIR RAMOS ERVAS;36
2088002; UNIDADE DE SAUDE DA FAMILIA SAO MANOEL LEME;36
3568377; CENTRO DE TESTAGEM E ACONSELHAMENTO JOSE AVILA PEREIRA;36
2046873; VIGILANCIA EPIDEMIOLOGICA DE TAUBATE;35
2039729; USF PONTE NOVA PSF;35
7155859; UBS CLAUDECI DOS SANTOS TAVARES;35
2025833; UBS JARDIM ADAMANTINA;35
7202121; UBS PARQUE CECAP;35
3730255; UNIDADE SAUDE FAMILIA DR PIERRE ANTONIO COPPIETERS AREALVA;35
2784750; PLENA SAUDE;35
7217528; UC OSASCO;35
9044108; UNIDADE BASICA DE SAUDE PASTOR AUGUSTINHO GOMES NASCIMENTO;35
6257828; CENTRO COMUNITARIO OLIVEIRAS;35
6869653; ESTRATEGIA DE SAUDE DA FAMILIA II DE TARABAI ESF II;35
7440529; UNIDADE BASICA DE SAUDE CENTRAL;35
2082446; CLINICA NOSSO LAR ADAMANTINA;35
5020166; ESF VILA JOSE YAMADA;34
5676959; SECRETARIA MUNICIPAL DE SAUDE DE SANTOS;34
5570735; ESF IV VILA AUREA;34
3525295; ESF FRANCISCO MANOEL DA SILVA;34
3007227; CENTRO DE ATENCAO PSICOSSOCIAL II OSASCO CAPS II;33
64203; AMBULATORIO DE ESPECIALIDADES DR HELIO MARCIO MAMEDE LIMEIRA;33
3446867; COORD REGIONAL DE SAUDE SUL;33
2078635; HOSPITAL ITAQUERA;33
2092344; IPGG INST PAUL DE GERI E GERONT JOSE ERMIRIO DE MORAES SP;33
39241; ESF VILA CARMEM;33
3689034; ESF VILA PALMIRA;32
2800764; ESF MADRE CARLA RABOLIN ARARAS;32
2750384; CENTRO DE SAUDE III DO CAMPINAL;32
2949792; USF DR JOAO BATISTA NOGUEIRA BUENO;32
2059371; UAP JOSE DOMINGOS DA FONSECA VILA VERDE;32
2025906; UBS DR LUIZ CARLOS FIGUEIREDO MALHEIROS CENTRAL;32
2747677; PSF CLOTILDE ABRAO QUARESMA;32
7490755; CONSULTORIO NA RUA GUARUJA;32
3448916; CENTRO DE RESSOCIALIZACAO DE JAU;31
6605605; HOSPITAL DO CORACAO DE CAMPINAS;31
2048086; UNIDADE DE SAUDE DA FAMILIA VANESSA LEME;31
7171781; PSF RIFAINA;31
6871909; USF TERESA MARCOMINI;30
156744; SALA DE VACINACAO E IMUNIZACAO HUMANA;30
2869373; POLO BASE PERUIBE;30
3468879; USF DR JOAO MIGUEL CALIL SANTO ANTONIO;30
2037033; UBS JARDIM SAO BENEDITO NOVO HORIZONTE;30
2791269; PSF I DOUTOR HELIO INFORZATO;30
970301; ESF VII BATATAL;29
3797910; CSF NS DORES 2 LIMEIRA;29
2027550; UBS DARIO JOSE RODRIGUES;29
2037955; ESF ANTONIO QUIRINO CAVALCANTE;29
4083717; PENITENCIARIA II DE GALIA;28
5441315; USF ENFA MARIA TERESA ROMAO PRATALI NUCLEO 2;28
7996802; UPA VICENTE MISSIANO;28
9712844; SAE CTA DE PROMISSAO;28
6356931; SMS SECRETARIA MUNICIPAL DE SAUDE DE BOITUVA;27
