CNES;Estabelecimento de Saúde;Total de doses Aplicadas Bivalentes
3004392; USF PARQUE MARAJOARA BOTUCATU;328
3672891; PSF BELO PLANALTO;328
2089572; ASSOC CRUZ VERDE;328
2087405; PROGRAMA DE SAUDE DA FAMILIA DO BAIRRO POVO FELIZ TIETE SP;328
2067714; UBS TAPERA GRANDE;327
2086689; UNIDADE BASICA DE SAUDE CAMPO LARGO;327
5853826; USF BELA VISTA;327
7554885; POLO BASE DE REGISTRO;327
6695183; E S F JARDIM RIO NEGRO;327
5927382; USF JARDIM BRASIL;326
6082874; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA AGUA QUENTE;326
2092018; UBS RIBEIRAO BONITO TEJUPA;326
6358187; SMS ARUJA;325
2034352; CENTRO DE SAUDE DE LUTECIA;325
2031795; U B S DR MENDES SANTA CRUZ DAS PALMEIRAS;325
2082527; SANTA CASA DE ARARAQUARA;324
2042177; USF XANGRILA REGISTRO;324
2745305; USF ARACY DE MARCHI NEGO ENFERMEIRO JARDIM RUBIACEA;324
2054442; CENTRO DE SAUDE III ALTO ALEGRE;323
7826427; UBS JOSE BURANELO NETO CENTRO DE IMUNIZACAO;323
2024128; UNIDADE DE SAUDE DA FAMILIA JARDIM IMPERIAL PINDAMONHANGABA;323
2033720; PSF I E PSF II ALEXANDRE GATOLINE AGUAS DE LINDOIA;322
2072599; UNIDADE DE ESF II RIO VERMELHO BARRA DO TURVO;322
7628579; ESF VILA SAO CAETANO;322
9092919; USF PONTES GESTAL;322
6990878; UBS MATO DENTRO;321
2790440; CENTRO DE SAUDE I DR NEWTON FERRAZ DE MARINIS;320
2063867; USF ODAIR APARECIDO ROQUE BOTTER;320
6769519; ESF RUY CHARLES AMABILE TOFFOLI MARCHIANI;320
7725973; ESF JARDIM DOS IPES;320
9089845; ESF VI VILA SAO JOSE BARRA FUNDA MIRACATU;319
6901921; UBS PREF DR GERALDO SILVEIRA;319
2034212; UBS DE PONTALINDA;319
2851253; ESTRATEGIA SAUDE DA FAMILIA ITIMIRIM I;318
2023806; ESF APARECIDA DO SALTO CAPIVARI DA MATA;318
2054140; ESF DR LUIS ERNESTO SANDI MORI JALES;318
2077450; HOSP MUN PIRITUBA JOSE SOARES HUNGRIA;318
7013981; HOSPITAL UNIMED GUARULHOS UNIDADE II;317
6938876; HOSPITAL INTERMEDICA ABC;317
7202121; UBS PARQUE CECAP;316
2055538; CENTRO DE SAUDE NOVA ESPERANCA BOA ESPERANCA DO SUL;316
3004074; PSF II DR FERNANDO LUIZ DA SILVA DOURADO;316
2035774; USF ROSALIA;316
2044668; CENTRO DE SAUDE III DE CAIUA;315
2033666; POSTO DE SAUDE DA FAMILIA BARAO ATALIBA NOGUEIRA;315
6626599; UBS SALVADOR VITTA REGISSOL;315
3056945; UNIDADE DE SAUDE DA FAMILIA BOA ESPERANCA II PIRACICABA;315
7159447; USF III DE QUINTANA;315
2089602; HOSPITAL SEPACO;315
2716992; USF VILA BARROS;314
6500501; ESTRATEGIA SAUDE DA FAMILIA PORTEIRA;314
2046970; USF SANTA EUDOXIA;314
2749068; UNIDADE BASICA DE SAUDE JOSE CARLOS DE MELLO TAMBAU;314
2082314; HOSP ALBERT SABIN;313
3995135; PAD PROGRAMA DE ASSISTENCIA DOMICILIAR;313
3056775; UNIDADE DE SAUDE DA FAMILIA JARDIM VITORIA PIRACICABA;312
5370000; USF VILA PROGRESSO;312
970328; ESF VIII QUILOMBOS;311
7521898; CDP DE RIOLANDIA;311
2025833; UBS JARDIM ADAMANTINA;310
102075; HOSPITAL MUNICIPAL BELA VISTA SANTA DULCE DOS POBRES;310
2083604; SANTA CASA DE AVARE;309
7344783; UBS KATIA KIBBI;309
2077493; HOSPITAL GERAL DE SAO MATEUS SAO PAULO;309
2792559; PROGRAMA SAUDE FAMILIANOSSO TETO AREIOPOLIS;308
3042529; HOSPITAL POLICLIN;308
2041308; USF BARRA DO AZEITE;307
6539475; ESF JARDIM PIONEIRO;307
2035685; UNIDADE DE SAUDE DA FAMILIA CAMPESTRE PIRACICABA;307
8016364; CENTRO DE DETENCAO PROVISORIO DE BAURU CDP DE BAURU;306
2090791; PSF VILA DOM SILVIO ITABERA;306
2716917; USF MARAJO;306
2060582; POSTO DE ATENDIMENTO AMBULATORIAL M P V PEDRA SCPALMEIRAS;306
251402; UBS JARDIM BRASIL;305
9419896; ESF VILA SANTOS REIS;305
2042037; UNIDADE DE ESF III BARRA DO RIBEIRA IGUAPE;305
6446930; USF JARDIM POPULAR MATAO;305
7294964; MACRO IV PLANALTO PEVI;305
2747480; POSTO DE SAUDE AMABILE ALVES RIBEIRAO BONITO;305
2084090; HOSPITAL BARTIRA;305
2090414; UNIDADE DE SAUDE DA FAMILIA I COLOMBIA;304
5370019; USF MORRO DA PENHA;304
2790289; PSF III DOUTOR HELIO INFORZATO;303
2075903; ESF BENEDITO ABEL;303
6539459; ESF VIVER BEM;303
2079240; HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;303
2041324; USF CAPITAO BRAZ;301
2093057; UNIDADE DE PSF I FLAMBOYANT ELDORADO;301
2076438; UBS CARLOS GANDOLFI IPANEMA FERNANDOPOLIS;301
2747340; ESF ALBINO QUARESMA FILHO IBITINGA;301
7566670; PAS BOSQUE DOS EUCALIPTOS;300
2040344; CS DE ELISIARIO;300
2081059; HOSPITAL MUNICIPAL DE PAULINIA;300
2066955; UBS DE SANTA SALETE;300
2042355; UNIDADE DE ESF III ANA DIAS ITARIRI;299
2081938; HOSPITAL SANTA TEREZA;298
3882519; ESF IV NOVA CRUZEIRO;298
664669; ESF JOSE MARIA DOS SANTOS;298
2039575; USF CAPAO ALTO;298
6065384; SERVICO DE ATENCAO DOMICILIAR TATUI;298
3007499; PENITENCIARIA DE MARTINOPOLIS;297
9039570; ESF VIII JARDIM DAS OLIVEIRAS;297
7927649; ESF CHAFIC HASSEM;296
2791269; PSF I DOUTOR HELIO INFORZATO;296
7844271; UBS MORRO DO INDIO ANA PAULA TRAJANO FIRMO BARBOSA;296
2716887; USF FIGUERINHA;296
7073550; UBS BAIRRO TERRAS DE SANTA MARIA TIETE SP;296
2097869; UBS SAO BENTO;296
2785331; CENTRO DE SAUDE III DE IPEUNA;295
2039729; USF PONTE NOVA PSF;295
6317685; USF ARAPONGAL OESTE REGISTRO;295
7427077; USF JD PROGRESSO JOSE CARLOS DA SILVA;295
7201850; CENTRO DE RESSOCIALIZACAO DE LIMEIRA;294
3681300; UNIDADE DE SAUDE DA FAMILIA PAINEIRAS PIRACICABA;294
7528868; UNIDADE DE SAUDE DA FAMILIA JARDIM GILDA PIRACICABA;294
6530516; USF JARDIM RENATA;293
3288854; USF ZANIBONI II;293
2096544; UNIDADE DE SAUDE DA FAMILIA JARAGUA I PIRACICABA;293
9598405; USF ZIGOMAR;293
7549768; USF PRIMEIRO DE MAIO;292
2074494; UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO;292
9005242; ESF SALTO ALBERTO TATA NIERO;292
2022303; UBS 7 ROSEIRA DE BAIXO;291
2028425; USF VILA INDEPENDENCIA;291
7681526; USF CONRADO VAZ GUIMARAES FILHO EGO;290
3028399; HOSPITAL ESTADUAL PROF CARLOS DA SILVA LACAZ FCO MORATO;290
7215207; UBS VILA NIWA;290
6978657; U B S LIDIA MARIA DE GODOI RODRIGUES;289
2024411; UBS SERTAO VELHO;289
2070715; USF CHACARA ALVORADA;289
2093103; USF JARDIM SAO PAULO REGISTRO;289
2749106; UBS APARECIDA MAGUIN DOS REIS;288
2034115; USF SANTA TEREZINHA;288
9913831; CENTRO DE DETENCAO PENITENCIARIA DE PAULO DE FARIA;288
3003183; UNIDADE DE SAUDE DA FAMILIA CASTOLIRA PINDAMONHANGABA;288
6670768; UNIDADE BASICA DE SAUDE ELOY VENANCIO DA SILVA;288
7312903; ESF BAIRRO PALMITAL;287
5159768; UNIDADE DE ESF IV BAIRRO DO ICAPARA;287
7576889; ESF VII DR ANTONIO R E MARCIA JUNQ M GARCIA EQUIPE ESB;287
2077434; HOSPITAL DR LEOPOLDO BEVILACQUA;287
9056696; UBS ORLANDA ARAUJO DA SILVA SCE;287
5020573; UBS PSF CATARINA CAETANO DEMARCHI DE SANTA GERTRUDES;287
2036185; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA JARAGUA;287
2745615; CS LUIZ FIOD DE BURITIZAL;286
2059878; ESF V ANTONIO PERTINHEZ;286
7840675; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA ESTORIL;286
2022524; ESF JARDIM MARIA TEREZA CAJURU;284
6446825; USF ALIANCA BRASIL MATAO;284
3335771; UNIDADE MATERNA E INFANTIL PREF M M RAMOS S C PALMEIRAS;284
9087079; USF VILA MUNIZ;283
5348889; USAFA SANTA IZABEL;283
6825516; UBS ESTUFA I UBATUBA;283
2747871; HOSPITAL MUNICIPAL GOV MARIO COVAS JR;282
2041928; UNIDADE DE PSF II QUILOMBO SETE BARRAS SETE BARRAS;282
2057395; USF HORTENCIA DR JOSE NIGRO NETO;281
2075873; UBS COTA 200 JOSE CARLOS MARIANO;281
2051273; EACS AGROVILAS ITAPEVA;281
2051443; CS DE MARINOPOLIS;281
9111794; USF NOVA GUARANI MATAO;281
2032511; UBS DR WILSON LUIZ ZERBINATTI JARDIM AEROPORTO;280
2748517; ESF SILVINA PEREIRA;280
2023474; HOSPITAL MUNICIPAL WALTER FERRARI;280
3933806; PSF PALMITALZINHO APIAI;279
5611504; USF JANE DE PAULA OLIVEIRA;279
2096498; HOSPITAL MUNICIPAL DR TABAJARA RAMOS;279
2716429; UBS HEITOR MALDONADO ARAGUAIA FERNANDOPOLIS;278
2083248; HOSPITAL SANTA HELENA SAO BERNARDO;278
2025191; PAMO BOSQUE DA SAUDE;278
5388422; ESF SANTA LUZIA;277
2773058; UBS DA FAMILIA VILA PEDROSO CERQUILHO;277
7502117; UNIDADE DE SAUDE DA FAMILIA DE FLORIDA PAULISTA III;277
2749483; ESF JD BOTUQUARA JACUPIRANGA;277
2073528; EQUIPE ESTRATEGICA DE SAUDE;276
2062895; UBS II DO RIBEIRAO DOS INDIOS;276
2084368; HOSPITAL E MATERNIDADE NOSSA SENHORA DO ROSARIO;276
424935; SAD MARIA DE LOURDES DA SILVA LURDINHA;275
2088967; CS DE MARAPOAMA;275
5995299; USF JARDIM AMERICA IV;275
2062925; UBS DR WALDEMAR LOPES FERRAZ;275
6825540; UBS SESMARIA UBATUBA;275
7883110; UNIDADE ESTRATEGIA DE SAUDE DA FAMILIA PRO MORAR;275
6644813; SAE SERVICO DE ASSISTENCIA ESPECIALIZADA M I ITAPEVA;274
4050525; ESF BOM JESUS;274
2035065; UNIDADE DE SAUDE DA FAMILIA DE CURUPA TABATINGA SP;274
2749076; UNIDADE BASICA DE SAUDE RICCIERI FRANCO TAMBAU;274
4046854; ESF SAO ROQUE;273
2022419; E S F DR MAURO BURJAILI;273
2023725; CTA CENTRO DE TESTAGEM E ACONSELHAMENTO;273
2087138; USF JARDIM NOVO HORIZONTE PSF;273
2060361; USF DR ELYSIO PRADO MOREIRA;273
9073213; ESF JARDIM LEONOR DR EDVAR DA COSTA GALVAO;273
2081725; CAIS CLEMENTE FERREIRA DE LINS;272
5653223; USF GENIL LISBOA DE ALMEIDA JD PROGRESSO;272
9746390; UBS CHACARA DAS GARCAS;272
2058219; UNIDADE PSF ALTO DA BRANCAL ITAPEVA;271
2688115; UNIDADE MOVEL MEDICO ODONTOLOGICO;270
2022982; ESF COHAB CAJURU;270
2039990; CONSULTORIO MUNICIPAL DR WALTER ELEUTERIO RODRIGUES;270
7648332; USF SANTA TEREZINHA DR DOUGLAS DE SOUZA CARVALHO;269
2790130; CENTRO DE SAUDE DE URU;269
9246096; PENITENCIARIA DE FLORINEA;267
6989292; USF VILA BRITO PSF;267
6676235; ESF DE VILA BATISTA;267
3018385; HCTP DR ARNALDO AMADO FERREIRA DE TAUBATE;267
9386734; UBS PREFEITO VICTORIO OLIVIO CEZARINO;266
2041944; UNIDADE BASICA DE SAUDE MOTORISTA GERALDO ANTONIO ALVARENGA;266
3525295; ESF FRANCISCO MANOEL DA SILVA;265
2061015; III UNIDADE DE SAUDE DA FAMILIA DONA CATARINA MAIRINQUE;265
5981921; UBS PSF DR OSWALDO AKAMINE;265
2041936; UNIDADE DE PSF I RIBEIRA CANELA SETE BARRAS SETE BARRAS;265
5098734; USF JUSTINO;264
2042738; CENTRO DE CONTROLE DE ZOONOSESSANTANA;264
3003280; HOSPITAL DE DESINTERNACAO PROGRESSIVA;263
2034700; ESF I BARRA FUNDA;263
2023776; ESF SAO BENEDITO JOSE TEIXEIRA SOBRINHO;262
2048191; PROGRAMA SAUDE DA FAMILIA JOAO ELIAS MEZIARA;262
3367371; HOSPITAL DA LUZ 113;262
3408027; UNIDADE PSF NUCLEO COHAB E CDHU CAFELANDIA;261
2790254; CENTRO DE SAUDE III FLORENCIO CAMARGO GUIMARAES ITAJU;261
2056054; NUCLEO DE ASSIST INT SR AUGUSTO TREVIZANE MOCOCA;261
5691109; UNIDADE DE SAUDE DA FAMILIA CENTRO;261
3057070; UNIDADE DE SAUDE DA FAMILIA B DO LENHEIRO I PIRACICABA;260
2092573; PSF CENTRO TARUMA;260
2749505; ESF DE MANOEL DE NOBREGA;259
2052598; ESF TIBIRICA ROSANGELA VIEIRA LOPES PIRAJU;259
5620155; UNIDADE DE SAUDE DA FAMILIA DR MASSAMI TASHIRO;258
6463959; CLEIDE MARIA BARAGATI CASSINI;258
2746735; UBS MORRO GRANDE;258
2747634; USF MARIA MARTINS KASTEIN DESCALVADO;258
2049716; ESF PINHEIROS;258
2034735; ESF MARINES GOMES DA SILVA ANTONIETTO;258
2039958; ESF SAO JOAO DO MARINHEIRO CARDOSO;257
5746795; ESF VILA URIAS DE PAULA E SILVA CARDOSO;257
6857965; ESF SANTO ANTONIO;257
6487173; CENTRO ESP DE DOENCAS INFECTOCONTAGIOSAS E IST AIDS CEI;257
5611539; USF FELINTRA ALVES DOS SANTOS;257
7357273; UBS DR JOAO BATISTA PEDROSO DE CAMPOS;257
2092387; UNIDADE BASICA DE SAUDE MANOEL MORALES TRABIJU;257
2702819; UBS DO HORTO UBATUBA;257
2028018; USF MOV ACAO RURAL DO PANTALEAO;256
6251021; UNIDADE SAUDE DA FAMILIA SAO JOSE PIRACICABA;256
2091984; UBS DE TEJUPA;255
9035524; ESF CDHU CAJURU;254
5724120; ESF DR PAULO JARBAS DA SILVA;254
8003033; CENTRO DE INFECTOLOGIA DE ITANHAEM;254
6465218; SMS DE PIEDADE;254
9556095; HOSPITAL REGIONAL DE REGISTRO REGISTRO;254
9628681; ESF BUENOS AIRES UMBERTO CELESTE;254
2080427; HOSPITAL MUNICIPAL DA CRIANCA E DO ADOLESCENTE HMCA;253
2059223; USF AVENCAS AMADEU AMARAL;252
2092948; USF II DE QUINTANA;252
2766132; USF BARRA DO SAI;252
2022516; ESF DOM BOSCO CAJURU;251
2064545; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA CHACARA SILVESTRE;251
2065029; ESF MONTALVAO JOSE PAULO DA COSTA;250
2070189; UBS DR JOSE ROSSETO;249
2718707; UNIDADE AVANCADA CARLOS CHAGAS;249
2028131; UBS DO BAIRRO MEDEIROS;249
2043092; ESF DR GILBERTO VICENTE MORA;249
2072645; UNIDADE DE PSF III OURO VERDE SETE BARRAS SETE BARRAS;249
9005668; UNIDADE BASICA DE SAUDE DR JOSE VIANA BITTAR TAMBAU;249
3285561; UNIDADE BASICA DE SAUDE IV;248
2031965; UBS COSTA NORTE ILHABELA;247
2041960; ESF I OLIVEIRA BARROS JDM ALVORADA MIRACATU;247
2067277; ESF VITORIA;246
2092131; CS II DE IGARAPAVA;246
2052342; UNIDADE SAUDE DA FAMILIA MOSTARDAS;246
2050870; UBS DO BAIRRO CHAVE;245
2023849; ESF BENEDITO TRAJANO DR EVARISTO JOSE SILVEIRA NETO;245
7706391; ESF IV JD YOLANDA MIRACATU;245
7636938; POSTO DE SAUDE CANTAGALO;245
9983848; USF VICTORIO DE SANTI NAIR DAMASIO CLAUDINO;244
9429085; ESF IX DR ROBERTO MAZZITELLI FELISBERTO;244
2028158; UBS DO BAIRRO GUACURI;244
2036258; USF BAIRRO DOS LEITES;244
3674495; PSF ALPES DAS AGUAS SAO PEDRO;244
2688379; UBS MORRO GRANDE DA BOA VISTA;243
2052830; ESF DE NOVA ITAPIREMA NOVA ALIANCA;243
2755092; SANTA CASA DE PINDAMONHANGABA;243
2080532; SANTA CASA HOSP DR ARISTOTELES OLIVEIRA MARTINS PRES PRUDENT;243
46728; ESF NATAL MERLI DE SAO JOSE DO RIO PARDO;243
2035642; USF GRAMADAO SAO MIGUEL ARCANJO;243
2716976; USF SANTA PAULA;242
6871593; PROGRAMA SAUDE DA FAMILIA EQUIPE B POTIM;242
2038218; CS DE SANTANA DA PONTE PENSA;242
2078325; HOSP MUN INFANTIL MENINO JESUS;242
2788101; UBS MILTON SANTOS;242
3003361; HOSPITAL BENEFICENCIA PORTUGUESA DE BAURU;241
7591322; UBS DA AGROVILA 4;241
6703305; USF JARDIM FLAMINGO;241
548367; UBS JOSE FERREIRA DE SOUZA;241
9425802; HOSPITAL REGIONAL DE PIRACICABA;241
136913; POSTO DE SAUDE PREFEITO AGOSTINHO NINO DEPERON;241
3001415; CENTRO DE DETENCAO PROVISORIA DA CAPITAL CHACARA BELEM II;241
2070022; UBS DO TAQUARAL UBATUBA;241
6374840; USF JARDIM PLANALTO MACATUBA;240
2067161; UBS DR ALMIRO DOS REIS LAURINDO TATUI SP;240
6500498; ESTRATEGIA SAUDE DA FAMILIA PALHA;239
2765764; USF BORACEIA;238
8015627; PENITENCIARIA I DE SERRA AZUL;238
2747367; PSF JOSE COLEONE;237
2048779; USF JOQUEY CLUBE;237
2058987; UNIDADE DE SAUDE DA FAMILIA VEREADOR GIANFRANCO NUTI MOLINA;236
6977618; USF JARDIM TERUEL;236
2716070; CER CENTRO ESPECIALIZADO EM REABILITACAO JOANNA IMPARATO;236
2751070; UBS I DE ESPIGAO;236
2041685; UBS 2 DE BANDEIRANTES SUD MENNUCCI;236
3244121; ESF EMPOSSADOS;235
2042053; ESTRATEGIA SAUDE DA FAMILIA ITIMIRIM II;235
2747758; USF PARAISO MATAO;235
3931374; ESTRATEGIA DA SAUDE DA FAMILIA DOM BOSCO;234
7851758; UNIDADE BASICA DE SAUDE TERRA DOS IPES II PINDAMONHANGABA;233
3018296; ESTRATEGIA SAUDE DA FAMILIA FIGUEIRA;233
6020917; HOSPITAL DA MULHER MARIA JOSE DOS SANTOS STEIN;233
2095890; ESF V JD SAO JOSE CELIA RONDINELLI POGGIO;233
5273900; USF PEDRO BACHIEGA JD MOREIRA;232
5856027; UNIDADE DE SAUDE DA FAMILIA WALDOMIRO FERNANDES MATEUS;232
3001865; CENTRO DE DETENCAO PROVISORIA DE RIBEIRAO PRETO;232
9240853; UNIDADE DE SAUDE DA FAMILIA III DE IACANGA;231
2042193; USF CAPINZAL REGISTRO;231
6989047; USF VOTUPOCA;231
2766124; USF BAREQUECABA;231
6076688; USF JOSE FRANCISCO DE FARIA;230
2022400; E S F DR JOAO CARLOS GALHARDO;230
2078473; HOSPITAL DR LUIZ CAMARGO DA FONSECA E SILVA;230
5657857; UBS ANTONIO MODESTO DA SILVA UIRAPURU FERNANDOPOLIS;230
2093588; PSF SETOR OESTE NHANDEARA;230
5870577; UNIDADE DE SAUDE DA FAMILIA DR JUAN ALEJANDRO YUGAR LOPEZ;230
478849; UBS FRATERNIDADE;230
2792370; E S F NADIR EMILIA MASSAFERA;230
2036363; ESF II BARRA FUNDA;229
2069970; UBS DO SACO DA RIBEIRA UBATUBA;229
2066769; ESF FRANCISCO NICOLA CASCELLI ARARAS;228
2028433; USF APARICIA DE BARROS STA ADELIA;228
4245687; CENTRO DE SAUDE GUANABARA;227
2081016; HOSPITAL SAO FRANCISCO;227
3498573; USF SANTA CECILIA;227
7497024; PROGRAMA SAUDE DA FAMILIA EQUIPE E POTIM;227
5246849; UNIDADE DE SAUDE DA FAMILIA ELIDIA FABOCI DA SILVA;227
9670386; ESF VI LAGOA DOURADA;226
5851084; QUARTEIRAO DA SAUDE;226
2092743; USF DE SAGRES;226
2036088; CONSULTORIO MUNICIPAL JOAQUIM BELARMINO VIEIRA;226
2061805; UBS JOAO GARCIA PELAYO BRASITANIA FERNANDOPOLIS;225
5303966; UAISAS CASAS JACARANDA RIO NEGRO TAPAJOS E NOVO TEMPO;225
3022293; UBS CLEISON ANTONIO DE OLIVEIRA ESF SAO VICENTE;225
3012212; HU HOSPITAL UNIVERSITARIO;224
212997; UBS SAO FRANCISCO SAO PEDRO;224
2044390; PAMO REGISTRO;223
2748495; PS SANTA LUZIA MARIO LUIZ FEDRIGO SAGRADO CORACAO DE JESUS;222
2043629; UNIDADE DE SAUDE DA FAMILIA DE FLORIDA PAULISTA;222
2034824; INSTITUTO DE HEMODIALISE DE SOROCABA;222
985937; ESF ADAO PERUCCI;221
5477603; ESF GERALDO OTAVIO RODRIGUES COSMORAMA;221
2060337; UBS DE MESOPOLIS;221
2046792; UNIDADE BASICA DE SAUDE BENEDITO AP FABRICIO DOS SANTOS;221
9412891; USF VIDA NOVA MARACA;220
2041405; ESF V MUSACEA PEDRO BARROS MIRACATU;220
2797720; USF BUENO DE ANDRADA;219
6048110; PRONTO SOCORRO MUNICIPAL;218
7528620; UNIDADE DE SAUDE DA FAMILIA VILA FATIMA PIRACICABA;218
2748649; USF JOSE MARAFAO PIRASSUNUNGA;218
2790580; MATERNIDADE SANTA ISABEL;217
2096463; SANTA CASA DE MOGI GUACU;217
2092808; CS DE QUEIROZ;217
3003310; USF SANTA ELISA BOTUCATU;216
6507204; UBS DR ANTONIO FRANCISCO NEVES;216
6912923; SERVICO DE ATENDIMENTO ESPECIALIZADO E CENTRO DE TESTAGEM;215
2051516; CENTRO DE SAUDE DE LUPERCIO;215
5247470; ESF DOUTOR JADER LABEGALINI CABRAL;215
6476740; VIGILANCIA EPIDEMIOLOGICA PIRASSUNUNGA;215
7131763; USF MONTE CABRAO;215
2055406; UBS MAIS AEROPORTO;215
6612784; PENITENCIARIA DE FRANCA;214
7035934; PROGRAMA SAUDE DA FAMILIA EQUIPE D POTIM;214
2028247; ESF 3 PLANALTO DO SUL;214
2059495; UNIDADE QSF ARACAIBA APIAI;213
6451098; HOSPITAL DALILA FERREIRA BARBOSA;213
2024756; HOSPITAL E MATERNIDADE NOSSA SENHORA DA AJUDA;213
9149511; HOSPITAL NEUROCENTER;213
2751232; ESF CAETANO MALAVOLTA;213
2092565; PSF VILA DAS ARVORES TARUMA;213
2083094; HOSPITAL REGIONAL DE ASSIS;212
110612; UNIDADE RESPIRATORIA NOVA HORTOLANDIA;212
3816788; UBS SANTA FILOMENA;212
7849184; HOSPITAL SANTA MARIA DE SUZANO;212
2092964; UNIDADE DE SAUDE DA FAMILIA DE UBIRAJARA;212
2080192; HOSP EST ESPEC EM REABILIT DR FRANCISCO RIBEIRO ARANTES;211
5438705; UNIDADE DE SAUDE DA FAMILIA JARDIM BELA VISTA PINDAMONHANGA;211
7609906; USF SAO JOAO DR HEYDE COELHO SANTOS;210
2065517; UBS MARIO COVAS MIRANDOPOLIS;210
2069962; UBS DO ITAMAMBUCA UBATUBA;210
262323; USF CAIMA BOTUCATU;209
789585; HOSPITAL UNIMED REGIONAL JAU;209
2059371; UAP JOSE DOMINGOS DA FONSECA VILA VERDE;209
9773657; HOSPITAL ESTADUAL DE SERRANA;209
2792184; INEDI TABOAO DA SERRA;209
3041484; ESF 4 RIBEIRAO BONITO;209
2801051; PRONTO SOCORRO CENTRAL DE DIADEMA;208
2036231; UBS I BAIRRO DOS TORNINOS CESARIO LANGE;207
3608948; CDP FRANCO DA ROCHA;207
7832753; CENTRO DE REFERENCIA DO IDOSO;207
2716984; USF TOFOLI;207
2070375; PSF VILA DOURADOS TARUMA;207
2092921; USF VIVA LEGAL DE VERA CRUZ;207
7507933; UNIDADE BASICA DE SAUDE DRA IRACEMA PETRI BARRA BONITA;206
975117; ESF JD YPE;206
7773277; UNIDADE DE SAUDE DA FAMILIA FARMACEUTICO EUCLIDES LANCA;205
7619626; CTAPT GUARUJA;205
2716968; USF SANTA AUGUSTA;205
2869373; POLO BASE PERUIBE;205
2053918; UBS ELYSEU ANELLI VILA ROBERTO;205
2750708; PAS AGROVILA 3 DE CAIUA;204
92894; HOSPITAL REGIONAL DO LITORAL NORTE;204
2791633; USF VILAS UNIDAS DOIS CORREGOS;204
8015864; PENITENCIARIA DE ITAI;204
2089653; HOSPITAL NEXT BUTANTA;204
2073846; UBS DE VITORIA BRASIL;204
2051230; UBS III DE FLORA RICA;203
5447100; ESF ENCAPOEIRADO APIAI;202
5593751; EAP SAO JOAO;202
2745887; UBS CAPELINHA CENTRO DE IMUNIZACAO;202
3500969; USF HORTO FLORESTAL PSF;202
6219381; UNIDADE DE PSF III ARIRI CANANEIA;201
903191; ESF EVERTON RICIERI SCARAMELLO;201
2024578; ESF I VILA CRISPIM;201
2065622; ESF CAMPOS NOVOS DE CUNHA;201
5595746; PRONTO ATENDIMENTO PARAVENTI;201
6467695; USF CAMPO BELO;201
2041537; ESF DE VILA SOROCABANA;201
7528310; UNIDADE DE SAUDE DA FAMILIA PARQUE ORLANDA PIRACICABA;201
2086123; USF LUIZ PADILHA DE OLIVEIRA;201
2749033; CENTRO DE REABILITACAO DE CASA BRANCA;200
8036; HOSPITAL MATERNIDADE AMADOR AGUIAR;200
2052121; PAS MARCILIO O MENCK ARACOIABA DA SERRA;199
2747588; PSF JARDIM CRUZADO IBATE;199
301620; USF CINQUENTENARIO DRA YOUKU KAWAHARA;199
2079232; HOSPITAL SANTA BARBARA;199
7576293; ESF BANANAL;198
3448916; CENTRO DE RESSOCIALIZACAO DE JAU;198
2053756; UNIDADE BASICA DE SAUDE ALGODOAL PIRACICABA;198
7374739; ESF DOMINGOS DE SYLLOS ZONA RURAL SJRIOPARDO;198
8015880; CENTRO DE RESSOCIALIZACAO DE AVARE;197
975133; ESF PRC AFONSO PENA;197
2748509; P DE SAUDE RECREIO ALEXANDRE SEGREDO CHARQUEADA;197
3689972; HOSPITAL UNIMED DE BIRIGUI;196
9401954; ESF BAIRRO POUSO ALTO;196
2716194; CS DE NOVAIS;196
2029480; POLICLINICA DR LUIZ FERREIRA PIRAJU;196
2077388; HOSPITAL AMPARO MATERNAL;195
865613; UNIDADE DE SAUDE DA FAMILIA DONA MARTHA BROSCO;194
6829821; EAP SANTA RITA;194
2024322; UNIDADE DE SAUDE DA FAMILIA JARDIM REGINA PINDAMONHANGABA;194
2092700; CENTRO DE SAUDE DO INDAIA DO AGUAPEI FLORIDA PAULISTA;193
718564; USF PRIMAVERA IRMA HELENA BRIOSCHI;193
6158331; SAE SERVICO DE ATENDIMENTO ESPECIALIZADO;193
5933412; ESF JARDIM MORADA DO SOL DR KASUMARO MUSHA;193
9768688; HOSPITAL NOVA NEOMATER;193
2042436; USF BANANAL DR DARIO MORI ROMANI;192
3101126; HOSPITAL SAO FRANCISCO SC LTDA;192
2092883; USF I DE QUINTANA;192
2076284; UNIDADE DE SAUDE DA FAMILIA DR JOSE PAULO MARUM;192
158100; HOSPITAL MUNICIPAL BRIGADEIRO;192
3459926; UBS TAQUARA BRANCA;190
2065460; UBSF ARLINDO VIDAL LEME LAVINIA;190
6858538; ESF VALTER STUK;190
7407742; USF VII BAIRRO ANGATUBA;190
2087588; UNIDADE ESTRATEGIA DE SAUDE DA FAMILIA DO GREEN VALLEY;190
3316920; USF JARDIM ARCO IRIS DOIS CORREGOS;189
2791153; UBS DISTRITO DE POTUNDUVA;189
